t,c_worker_threads,c_free_pct,c_cool_pct,c_pp_threads,c_partition_bits,c_dram_gib,c_target_gib,c_zipf_factor,c_fs,c_cm_split,c_backoff_strategy,c_cm_update_tracker_pct,c_restarts_threshold,tpcc_warehouse_count,tpcc_warehouse_affinity,space_usage_gib,p1_pct,p2_pct,p3_pct,poll_pct,find_parent_pct,iterate_children_pct,pc1,pc2,pc3,free_pct,cool_pct,evicted_mib,rounds,unswizzled,cpus,submit_ms,async_mb_ws,w_mib,allocate_ops,r_mib,tx,cycle,instr,L1-miss,br-miss,task,IPC,CPU,GHz,dt_id,dt_name,dt_misses_counter,dt_restarts_update_same_size,dt_restarts_structural_change,dt_restarts_read,dt_researchy_0,dt_researchy_1,dt_researchy_2
8,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,30.2416,100,0,0,0,0,0,0,0,0,84.4068,0,0,2961891,0,59.9263,0,0,0,169146,0,2495590,69122.9,69316.6,785.075,364.54,24067.5,1.0028,59.9263,2.87204,10,stock,0,510,0,1445,0,0,0
8,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,30.2416,100,0,0,0,0,0,0,0,0,84.4068,0,0,2961891,0,59.9263,0,0,0,169146,0,2495590,69122.9,69316.6,785.075,364.54,24067.5,1.0028,59.9263,2.87204,9,item,0,0,0,0,0,0,0
8,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,30.2416,100,0,0,0,0,0,0,0,0,84.4068,0,0,2961891,0,59.9263,0,0,0,169146,0,2495590,69122.9,69316.6,785.075,364.54,24067.5,1.0028,59.9263,2.87204,8,orderline,0,23085,27131,71,3,0,0
8,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,30.2416,100,0,0,0,0,0,0,0,0,84.4068,0,0,2961891,0,59.9263,0,0,0,169146,0,2495590,69122.9,69316.6,785.075,364.54,24067.5,1.0028,59.9263,2.87204,7,order_wdc,0,0,41,3,0,0,0
8,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,30.2416,100,0,0,0,0,0,0,0,0,84.4068,0,0,2961891,0,59.9263,0,0,0,169146,0,2495590,69122.9,69316.6,785.075,364.54,24067.5,1.0028,59.9263,2.87204,6,order,0,147,118,294,0,0,0
8,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,30.2416,100,0,0,0,0,0,0,0,0,84.4068,0,0,2961891,0,59.9263,0,0,0,169146,0,2495590,69122.9,69316.6,785.075,364.54,24067.5,1.0028,59.9263,2.87204,5,neworder,0,0,1042,446,0,0,0
8,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,30.2416,100,0,0,0,0,0,0,0,0,84.4068,0,0,2961891,0,59.9263,0,0,0,169146,0,2495590,69122.9,69316.6,785.075,364.54,24067.5,1.0028,59.9263,2.87204,1,district,0,34896,0,30566,2,0,0
8,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,30.2416,100,0,0,0,0,0,0,0,0,84.4068,0,0,2961891,0,59.9263,0,0,0,169146,0,2495590,69122.9,69316.6,785.075,364.54,24067.5,1.0028,59.9263,2.87204,0,warehouse,0,11372,0,36350,1,0,0
8,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,30.2416,100,0,0,0,0,0,0,0,0,84.4068,0,0,2961891,0,59.9263,0,0,0,169146,0,2495590,69122.9,69316.6,785.075,364.54,24067.5,1.0028,59.9263,2.87204,2,customer,0,40,0,19,0,0,0
8,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,30.2416,100,0,0,0,0,0,0,0,0,84.4068,0,0,2961891,0,59.9263,0,0,0,169146,0,2495590,69122.9,69316.6,785.075,364.54,24067.5,1.0028,59.9263,2.87204,3,customerwdl,0,0,0,0,0,0,0
8,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,30.2416,100,0,0,0,0,0,0,0,0,84.4068,0,0,2961891,0,59.9263,0,0,0,169146,0,2495590,69122.9,69316.6,785.075,364.54,24067.5,1.0028,59.9263,2.87204,4,history,0,0,0,0,0,0,0
9,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,32.7529,100,0,0,0,0,0,0,0,0,83.1119,0,0,2956225,0,59.927,0,0,0,167792,0,2482688,69475,69764.6,787.59,365.426,24191.1,1.00417,59.927,2.87193,10,stock,0,537,0,1334,0,0,0
9,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,32.7529,100,0,0,0,0,0,0,0,0,83.1119,0,0,2956225,0,59.927,0,0,0,167792,0,2482688,69475,69764.6,787.59,365.426,24191.1,1.00417,59.927,2.87193,9,item,0,0,0,0,0,0,0
9,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,32.7529,100,0,0,0,0,0,0,0,0,83.1119,0,0,2956225,0,59.927,0,0,0,167792,0,2482688,69475,69764.6,787.59,365.426,24191.1,1.00417,59.927,2.87193,8,orderline,0,24034,26503,51,3,0,0
9,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,32.7529,100,0,0,0,0,0,0,0,0,83.1119,0,0,2956225,0,59.927,0,0,0,167792,0,2482688,69475,69764.6,787.59,365.426,24191.1,1.00417,59.927,2.87193,7,order_wdc,0,0,38,2,0,0,0
9,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,32.7529,100,0,0,0,0,0,0,0,0,83.1119,0,0,2956225,0,59.927,0,0,0,167792,0,2482688,69475,69764.6,787.59,365.426,24191.1,1.00417,59.927,2.87193,6,order,0,152,146,303,0,0,0
9,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,32.7529,100,0,0,0,0,0,0,0,0,83.1119,0,0,2956225,0,59.927,0,0,0,167792,0,2482688,69475,69764.6,787.59,365.426,24191.1,1.00417,59.927,2.87193,5,neworder,0,0,1074,452,0,0,0
9,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,32.7529,100,0,0,0,0,0,0,0,0,83.1119,0,0,2956225,0,59.927,0,0,0,167792,0,2482688,69475,69764.6,787.59,365.426,24191.1,1.00417,59.927,2.87193,1,district,0,30484,0,26447,4,0,0
9,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,32.7529,100,0,0,0,0,0,0,0,0,83.1119,0,0,2956225,0,59.927,0,0,0,167792,0,2482688,69475,69764.6,787.59,365.426,24191.1,1.00417,59.927,2.87193,0,warehouse,0,10068,0,32859,0,0,0
9,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,32.7529,100,0,0,0,0,0,0,0,0,83.1119,0,0,2956225,0,59.927,0,0,0,167792,0,2482688,69475,69764.6,787.59,365.426,24191.1,1.00417,59.927,2.87193,2,customer,0,48,0,23,0,0,0
9,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,32.7529,100,0,0,0,0,0,0,0,0,83.1119,0,0,2956225,0,59.927,0,0,0,167792,0,2482688,69475,69764.6,787.59,365.426,24191.1,1.00417,59.927,2.87193,3,customerwdl,0,0,0,0,0,0,0
9,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,32.7529,100,0,0,0,0,0,0,0,0,83.1119,0,0,2956225,0,59.927,0,0,0,167792,0,2482688,69475,69764.6,787.59,365.426,24191.1,1.00417,59.927,2.87193,4,history,0,0,1,0,0,0,0
10,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,35.272,100,0,0,0,0,0,0,0,0,81.813,0,0,2952598,0,59.925,0,0,0,168294,0,2486835,69368,69468.7,785.534,365.629,24151.9,1.00145,59.925,2.87216,10,stock,0,502,0,1329,0,0,0
10,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,35.272,100,0,0,0,0,0,0,0,0,81.813,0,0,2952598,0,59.925,0,0,0,168294,0,2486835,69368,69468.7,785.534,365.629,24151.9,1.00145,59.925,2.87216,9,item,0,0,0,0,0,0,0
10,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,35.272,100,0,0,0,0,0,0,0,0,81.813,0,0,2952598,0,59.925,0,0,0,168294,0,2486835,69368,69468.7,785.534,365.629,24151.9,1.00145,59.925,2.87216,8,orderline,0,22083,26976,54,1,0,0
10,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,35.272,100,0,0,0,0,0,0,0,0,81.813,0,0,2952598,0,59.925,0,0,0,168294,0,2486835,69368,69468.7,785.534,365.629,24151.9,1.00145,59.925,2.87216,7,order_wdc,0,0,48,5,0,0,0
10,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,35.272,100,0,0,0,0,0,0,0,0,81.813,0,0,2952598,0,59.925,0,0,0,168294,0,2486835,69368,69468.7,785.534,365.629,24151.9,1.00145,59.925,2.87216,6,order,0,134,113,273,0,0,0
10,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,35.272,100,0,0,0,0,0,0,0,0,81.813,0,0,2952598,0,59.925,0,0,0,168294,0,2486835,69368,69468.7,785.534,365.629,24151.9,1.00145,59.925,2.87216,5,neworder,0,0,1050,458,0,0,0
10,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,35.272,100,0,0,0,0,0,0,0,0,81.813,0,0,2952598,0,59.925,0,0,0,168294,0,2486835,69368,69468.7,785.534,365.629,24151.9,1.00145,59.925,2.87216,1,district,0,27221,0,24571,1,0,0
10,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,35.272,100,0,0,0,0,0,0,0,0,81.813,0,0,2952598,0,59.925,0,0,0,168294,0,2486835,69368,69468.7,785.534,365.629,24151.9,1.00145,59.925,2.87216,0,warehouse,0,9966,0,32121,1,0,0
10,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,35.272,100,0,0,0,0,0,0,0,0,81.813,0,0,2952598,0,59.925,0,0,0,168294,0,2486835,69368,69468.7,785.534,365.629,24151.9,1.00145,59.925,2.87216,2,customer,0,53,0,29,0,0,0
10,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,35.272,100,0,0,0,0,0,0,0,0,81.813,0,0,2952598,0,59.925,0,0,0,168294,0,2486835,69368,69468.7,785.534,365.629,24151.9,1.00145,59.925,2.87216,3,customerwdl,0,0,0,0,0,0,0
10,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,35.272,100,0,0,0,0,0,0,0,0,81.813,0,0,2952598,0,59.925,0,0,0,168294,0,2486835,69368,69468.7,785.534,365.629,24151.9,1.00145,59.925,2.87216,4,history,0,0,0,0,0,0,0
11,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,37.7781,100,0,0,0,0,0,0,0,0,80.5207,0,0,2953702,0,59.9265,0,0,0,167412,0,2473494,69655,69715.4,788.166,366.138,24283,1.00087,59.9265,2.86846,10,stock,0,492,0,1349,0,0,0
11,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,37.7781,100,0,0,0,0,0,0,0,0,80.5207,0,0,2953702,0,59.9265,0,0,0,167412,0,2473494,69655,69715.4,788.166,366.138,24283,1.00087,59.9265,2.86846,9,item,0,0,0,0,0,0,0
11,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,37.7781,100,0,0,0,0,0,0,0,0,80.5207,0,0,2953702,0,59.9265,0,0,0,167412,0,2473494,69655,69715.4,788.166,366.138,24283,1.00087,59.9265,2.86846,8,orderline,0,21147,26202,56,1,0,0
11,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,37.7781,100,0,0,0,0,0,0,0,0,80.5207,0,0,2953702,0,59.9265,0,0,0,167412,0,2473494,69655,69715.4,788.166,366.138,24283,1.00087,59.9265,2.86846,7,order_wdc,0,0,29,2,0,0,0
11,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,37.7781,100,0,0,0,0,0,0,0,0,80.5207,0,0,2953702,0,59.9265,0,0,0,167412,0,2473494,69655,69715.4,788.166,366.138,24283,1.00087,59.9265,2.86846,6,order,0,111,125,244,0,0,0
11,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,37.7781,100,0,0,0,0,0,0,0,0,80.5207,0,0,2953702,0,59.9265,0,0,0,167412,0,2473494,69655,69715.4,788.166,366.138,24283,1.00087,59.9265,2.86846,5,neworder,0,0,963,436,0,0,0
11,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,37.7781,100,0,0,0,0,0,0,0,0,80.5207,0,0,2953702,0,59.9265,0,0,0,167412,0,2473494,69655,69715.4,788.166,366.138,24283,1.00087,59.9265,2.86846,1,district,0,26634,0,23403,1,0,0
11,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,37.7781,100,0,0,0,0,0,0,0,0,80.5207,0,0,2953702,0,59.9265,0,0,0,167412,0,2473494,69655,69715.4,788.166,366.138,24283,1.00087,59.9265,2.86846,0,warehouse,0,9971,0,31759,0,0,0
11,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,37.7781,100,0,0,0,0,0,0,0,0,80.5207,0,0,2953702,0,59.9265,0,0,0,167412,0,2473494,69655,69715.4,788.166,366.138,24283,1.00087,59.9265,2.86846,2,customer,0,31,0,19,0,0,0
11,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,37.7781,100,0,0,0,0,0,0,0,0,80.5207,0,0,2953702,0,59.9265,0,0,0,167412,0,2473494,69655,69715.4,788.166,366.138,24283,1.00087,59.9265,2.86846,3,customerwdl,0,0,0,0,0,0,0
11,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,37.7781,100,0,0,0,0,0,0,0,0,80.5207,0,0,2953702,0,59.9265,0,0,0,167412,0,2473494,69655,69715.4,788.166,366.138,24283,1.00087,59.9265,2.86846,4,history,0,0,0,0,0,0,0
12,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,40.2934,100,0,0,0,0,0,0,0,0,79.2238,0,0,2952711,0,59.9273,0,0,0,168000,0,2481563,69437.1,69551.2,786.583,366.251,24201.9,1.00164,59.9273,2.86907,10,stock,0,487,0,1337,0,0,0
12,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,40.2934,100,0,0,0,0,0,0,0,0,79.2238,0,0,2952711,0,59.9273,0,0,0,168000,0,2481563,69437.1,69551.2,786.583,366.251,24201.9,1.00164,59.9273,2.86907,9,item,0,0,0,0,0,0,0
12,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,40.2934,100,0,0,0,0,0,0,0,0,79.2238,0,0,2952711,0,59.9273,0,0,0,168000,0,2481563,69437.1,69551.2,786.583,366.251,24201.9,1.00164,59.9273,2.86907,8,orderline,0,21773,26523,79,2,0,0
12,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,40.2934,100,0,0,0,0,0,0,0,0,79.2238,0,0,2952711,0,59.9273,0,0,0,168000,0,2481563,69437.1,69551.2,786.583,366.251,24201.9,1.00164,59.9273,2.86907,7,order_wdc,0,0,42,4,0,0,0
12,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,40.2934,100,0,0,0,0,0,0,0,0,79.2238,0,0,2952711,0,59.9273,0,0,0,168000,0,2481563,69437.1,69551.2,786.583,366.251,24201.9,1.00164,59.9273,2.86907,6,order,0,122,134,250,0,0,0
12,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,40.2934,100,0,0,0,0,0,0,0,0,79.2238,0,0,2952711,0,59.9273,0,0,0,168000,0,2481563,69437.1,69551.2,786.583,366.251,24201.9,1.00164,59.9273,2.86907,5,neworder,0,0,953,388,0,0,0
12,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,40.2934,100,0,0,0,0,0,0,0,0,79.2238,0,0,2952711,0,59.9273,0,0,0,168000,0,2481563,69437.1,69551.2,786.583,366.251,24201.9,1.00164,59.9273,2.86907,1,district,0,25459,0,22419,4,0,0
12,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,40.2934,100,0,0,0,0,0,0,0,0,79.2238,0,0,2952711,0,59.9273,0,0,0,168000,0,2481563,69437.1,69551.2,786.583,366.251,24201.9,1.00164,59.9273,2.86907,0,warehouse,0,9724,0,31847,1,0,0
12,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,40.2934,100,0,0,0,0,0,0,0,0,79.2238,0,0,2952711,0,59.9273,0,0,0,168000,0,2481563,69437.1,69551.2,786.583,366.251,24201.9,1.00164,59.9273,2.86907,2,customer,0,40,0,29,0,0,0
12,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,40.2934,100,0,0,0,0,0,0,0,0,79.2238,0,0,2952711,0,59.9273,0,0,0,168000,0,2481563,69437.1,69551.2,786.583,366.251,24201.9,1.00164,59.9273,2.86907,3,customerwdl,0,0,0,0,0,0,0
12,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,40.2934,100,0,0,0,0,0,0,0,0,79.2238,0,0,2952711,0,59.9273,0,0,0,168000,0,2481563,69437.1,69551.2,786.583,366.251,24201.9,1.00164,59.9273,2.86907,4,history,0,0,1,0,0,0,0
13,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,42.808,100,0,0,0,0,0,0,0,0,77.9272,0,0,2951611,0,59.9273,0,0,0,167974,0,2475962,69575.3,69684.2,787.323,366.881,24257.3,1.00157,59.9273,2.86821,10,stock,0,470,0,1296,0,0,0
13,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,42.808,100,0,0,0,0,0,0,0,0,77.9272,0,0,2951611,0,59.9273,0,0,0,167974,0,2475962,69575.3,69684.2,787.323,366.881,24257.3,1.00157,59.9273,2.86821,9,item,0,0,0,0,0,0,0
13,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,42.808,100,0,0,0,0,0,0,0,0,77.9272,0,0,2951611,0,59.9273,0,0,0,167974,0,2475962,69575.3,69684.2,787.323,366.881,24257.3,1.00157,59.9273,2.86821,8,orderline,0,22506,26488,64,0,0,0
13,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,42.808,100,0,0,0,0,0,0,0,0,77.9272,0,0,2951611,0,59.9273,0,0,0,167974,0,2475962,69575.3,69684.2,787.323,366.881,24257.3,1.00157,59.9273,2.86821,7,order_wdc,0,0,34,3,0,0,0
13,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,42.808,100,0,0,0,0,0,0,0,0,77.9272,0,0,2951611,0,59.9273,0,0,0,167974,0,2475962,69575.3,69684.2,787.323,366.881,24257.3,1.00157,59.9273,2.86821,6,order,0,129,97,270,0,0,0
13,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,42.808,100,0,0,0,0,0,0,0,0,77.9272,0,0,2951611,0,59.9273,0,0,0,167974,0,2475962,69575.3,69684.2,787.323,366.881,24257.3,1.00157,59.9273,2.86821,5,neworder,0,0,963,363,0,0,0
13,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,42.808,100,0,0,0,0,0,0,0,0,77.9272,0,0,2951611,0,59.9273,0,0,0,167974,0,2475962,69575.3,69684.2,787.323,366.881,24257.3,1.00157,59.9273,2.86821,1,district,0,23489,0,20683,1,0,0
13,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,42.808,100,0,0,0,0,0,0,0,0,77.9272,0,0,2951611,0,59.9273,0,0,0,167974,0,2475962,69575.3,69684.2,787.323,366.881,24257.3,1.00157,59.9273,2.86821,0,warehouse,0,9754,0,31176,0,0,0
13,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,42.808,100,0,0,0,0,0,0,0,0,77.9272,0,0,2951611,0,59.9273,0,0,0,167974,0,2475962,69575.3,69684.2,787.323,366.881,24257.3,1.00157,59.9273,2.86821,2,customer,0,44,0,15,0,0,0
13,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,42.808,100,0,0,0,0,0,0,0,0,77.9272,0,0,2951611,0,59.9273,0,0,0,167974,0,2475962,69575.3,69684.2,787.323,366.881,24257.3,1.00157,59.9273,2.86821,3,customerwdl,0,0,0,0,0,0,0
13,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,42.808,100,0,0,0,0,0,0,0,0,77.9272,0,0,2951611,0,59.9273,0,0,0,167974,0,2475962,69575.3,69684.2,787.323,366.881,24257.3,1.00157,59.9273,2.86821,4,history,0,0,2,0,0,0,0
14,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,45.3144,100,0,0,0,0,0,0,0,0,76.6349,0,0,2950872,0,59.9265,0,0,0,167437,0,2470203,69716.2,69905,789.782,367.912,24314.8,1.00271,59.9265,2.86724,10,stock,0,508,0,1271,0,0,0
14,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,45.3144,100,0,0,0,0,0,0,0,0,76.6349,0,0,2950872,0,59.9265,0,0,0,167437,0,2470203,69716.2,69905,789.782,367.912,24314.8,1.00271,59.9265,2.86724,9,item,0,0,0,0,0,0,0
14,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,45.3144,100,0,0,0,0,0,0,0,0,76.6349,0,0,2950872,0,59.9265,0,0,0,167437,0,2470203,69716.2,69905,789.782,367.912,24314.8,1.00271,59.9265,2.86724,8,orderline,0,21127,25611,62,2,0,0
14,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,45.3144,100,0,0,0,0,0,0,0,0,76.6349,0,0,2950872,0,59.9265,0,0,0,167437,0,2470203,69716.2,69905,789.782,367.912,24314.8,1.00271,59.9265,2.86724,7,order_wdc,0,0,50,2,0,0,0
14,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,45.3144,100,0,0,0,0,0,0,0,0,76.6349,0,0,2950872,0,59.9265,0,0,0,167437,0,2470203,69716.2,69905,789.782,367.912,24314.8,1.00271,59.9265,2.86724,6,order,0,120,101,246,0,0,0
14,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,45.3144,100,0,0,0,0,0,0,0,0,76.6349,0,0,2950872,0,59.9265,0,0,0,167437,0,2470203,69716.2,69905,789.782,367.912,24314.8,1.00271,59.9265,2.86724,5,neworder,0,0,887,299,0,0,0
14,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,45.3144,100,0,0,0,0,0,0,0,0,76.6349,0,0,2950872,0,59.9265,0,0,0,167437,0,2470203,69716.2,69905,789.782,367.912,24314.8,1.00271,59.9265,2.86724,1,district,0,23658,0,20807,1,0,0
14,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,45.3144,100,0,0,0,0,0,0,0,0,76.6349,0,0,2950872,0,59.9265,0,0,0,167437,0,2470203,69716.2,69905,789.782,367.912,24314.8,1.00271,59.9265,2.86724,0,warehouse,0,8738,0,28009,2,0,0
14,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,45.3144,100,0,0,0,0,0,0,0,0,76.6349,0,0,2950872,0,59.9265,0,0,0,167437,0,2470203,69716.2,69905,789.782,367.912,24314.8,1.00271,59.9265,2.86724,2,customer,0,37,0,13,0,0,0
14,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,45.3144,100,0,0,0,0,0,0,0,0,76.6349,0,0,2950872,0,59.9265,0,0,0,167437,0,2470203,69716.2,69905,789.782,367.912,24314.8,1.00271,59.9265,2.86724,3,customerwdl,0,0,0,0,0,0,0
14,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,45.3144,100,0,0,0,0,0,0,0,0,76.6349,0,0,2950872,0,59.9265,0,0,0,167437,0,2470203,69716.2,69905,789.782,367.912,24314.8,1.00271,59.9265,2.86724,4,history,0,0,0,0,0,0,0
15,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,47.8214,100,0,0,0,0,0,0,0,0,75.3422,0,0,2949604,0,59.9268,0,0,0,167469,0,2473593,69620.6,69645.4,787.426,367.027,24281.3,1.00036,59.9268,2.86725,10,stock,0,446,0,1352,0,0,0
15,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,47.8214,100,0,0,0,0,0,0,0,0,75.3422,0,0,2949604,0,59.9268,0,0,0,167469,0,2473593,69620.6,69645.4,787.426,367.027,24281.3,1.00036,59.9268,2.86725,9,item,0,0,0,0,0,0,0
15,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,47.8214,100,0,0,0,0,0,0,0,0,75.3422,0,0,2949604,0,59.9268,0,0,0,167469,0,2473593,69620.6,69645.4,787.426,367.027,24281.3,1.00036,59.9268,2.86725,8,orderline,0,22433,26385,54,0,0,0
15,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,47.8214,100,0,0,0,0,0,0,0,0,75.3422,0,0,2949604,0,59.9268,0,0,0,167469,0,2473593,69620.6,69645.4,787.426,367.027,24281.3,1.00036,59.9268,2.86725,7,order_wdc,0,0,50,1,0,0,0
15,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,47.8214,100,0,0,0,0,0,0,0,0,75.3422,0,0,2949604,0,59.9268,0,0,0,167469,0,2473593,69620.6,69645.4,787.426,367.027,24281.3,1.00036,59.9268,2.86725,6,order,0,132,147,291,0,0,0
15,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,47.8214,100,0,0,0,0,0,0,0,0,75.3422,0,0,2949604,0,59.9268,0,0,0,167469,0,2473593,69620.6,69645.4,787.426,367.027,24281.3,1.00036,59.9268,2.86725,5,neworder,0,0,929,327,0,0,0
15,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,47.8214,100,0,0,0,0,0,0,0,0,75.3422,0,0,2949604,0,59.9268,0,0,0,167469,0,2473593,69620.6,69645.4,787.426,367.027,24281.3,1.00036,59.9268,2.86725,1,district,0,23035,0,20647,0,0,0
15,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,47.8214,100,0,0,0,0,0,0,0,0,75.3422,0,0,2949604,0,59.9268,0,0,0,167469,0,2473593,69620.6,69645.4,787.426,367.027,24281.3,1.00036,59.9268,2.86725,0,warehouse,0,8724,0,27960,1,0,0
15,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,47.8214,100,0,0,0,0,0,0,0,0,75.3422,0,0,2949604,0,59.9268,0,0,0,167469,0,2473593,69620.6,69645.4,787.426,367.027,24281.3,1.00036,59.9268,2.86725,2,customer,0,51,0,25,0,0,0
15,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,47.8214,100,0,0,0,0,0,0,0,0,75.3422,0,0,2949604,0,59.9268,0,0,0,167469,0,2473593,69620.6,69645.4,787.426,367.027,24281.3,1.00036,59.9268,2.86725,3,customerwdl,0,0,0,0,0,0,0
15,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,47.8214,100,0,0,0,0,0,0,0,0,75.3422,0,0,2949604,0,59.9268,0,0,0,167469,0,2473593,69620.6,69645.4,787.426,367.027,24281.3,1.00036,59.9268,2.86725,4,history,0,0,3,0,0,0,0
16,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,50.3187,100,0,0,0,0,0,0,0,0,74.0545,0,0,2950024,0,59.9261,0,0,0,166829,0,2460388,69924.5,69998.4,790.421,367.634,24410.7,1.00106,59.9261,2.8645,10,stock,0,500,0,1359,0,0,0
16,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,50.3187,100,0,0,0,0,0,0,0,0,74.0545,0,0,2950024,0,59.9261,0,0,0,166829,0,2460388,69924.5,69998.4,790.421,367.634,24410.7,1.00106,59.9261,2.8645,9,item,0,0,0,0,0,0,0
16,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,50.3187,100,0,0,0,0,0,0,0,0,74.0545,0,0,2950024,0,59.9261,0,0,0,166829,0,2460388,69924.5,69998.4,790.421,367.634,24410.7,1.00106,59.9261,2.8645,8,orderline,0,20871,26957,65,0,0,0
16,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,50.3187,100,0,0,0,0,0,0,0,0,74.0545,0,0,2950024,0,59.9261,0,0,0,166829,0,2460388,69924.5,69998.4,790.421,367.634,24410.7,1.00106,59.9261,2.8645,7,order_wdc,0,0,34,4,0,0,0
16,60,1,20,4,6,200,0,0,0,1,0,1,100,60,0,50.3187,100,0,0,0,0,0,0,0,0,74.0545,0,0,2950024,0,59.9261,0,0,0,166829,0,2460388,69924.5,69998.4,790.421,367.634,24410.7,1.00106,59.9261,2.8645,6,order,0,119,128,256,0,0,0
