t,c_worker_threads,c_free_pct,c_cool_pct,c_pp_threads,c_partition_bits,c_dram_gib,c_target_gib,c_zipf_factor,c_run_for_seconds,c_fs,c_contention_management,c_backoff_strategy,c_contention_update_tracker_pct,c_restarts_threshold,latest_read_ratio,latest_window_gib,latest_window_ms,latest_window_offset_gib,space_usage_gib,p1_pct,p2_pct,p3_pct,poll_pct,find_parent_pct,iterate_children_pct,pc1,pc2,pc3,free_pct,cool_pct,evicted_mib,rounds,unswizzled,cpus,submit_ms,async_mb_ws,w_mib,allocate_ops,r_mib,tx,cycle,instr,L1-miss,br-miss,task,IPC,CPU,GHz,dt_id,dt_name,dt_misses_counter,dt_restarts_update_same_size,dt_restarts_structural_change,dt_restarts_read,dt_researchy_0,dt_researchy_1,dt_researchy_2
0,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.0149,7.54318,7.94491,84.5119,51.5514,2.54571,0.0459127,1553942,1024888,1024888,1.00629,22.0944,20547.4,518344,1345041,2.18545,26.8083,804,20547.4,1442766,0.187225,5,155362,83459.2,6130.8,1667.8,457903,0.537193,2.18545,0.339289,0,latest,13,9,3111,0,0,0,0
1,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.0149,7.83837,11.2827,80.8789,42.4656,2.03604,0.11794,32860,20719,20719,0.905586,10.8662,637.409,724,28470,54.596,30.7843,1141,637.393,0,639.359,143551,679859,74214.8,315.348,48.1741,381530,0.109162,54.596,1.78193,0,latest,40979,2770437,0,0,0,0,0
2,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.0149,11.8453,9.00578,79.1489,43.8556,2.92547,0.330288,46626,23970,23970,0.925256,10.6208,489.345,828,40782,56.4476,28.0921,111,489.36,0,488.986,412204,241336,27499.8,114.107,20.1376,137368,0.113948,56.4476,1.75686,0,latest,31341,2801413,0,0,0,0,0
3,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.0149,32.5522,6.60373,60.8441,34.7706,3.45275,2.29775,90039,10710,10710,1.00708,21.9504,187.241,102893,73610,58.3075,20.3134,13,187.288,0,185.681,4464768,30049.2,5953.65,31.1225,10.4392,13102.3,0.19813,58.3075,2.29343,0,latest,11900,5523893,0,0,0,0,0
4,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,2.61969,4.47154,773,0,0,1.00708,21.8222,0,233203,588,59.9746,0,0,0,0,0,5957172,32385.7,6060.39,24.3208,11.0292,10096.8,0.187132,59.9746,3.20752,0,latest,0,8182256,0,0,0,0,0
5,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.0149,4.27919,18.017,77.7038,29.0224,0.00633955,0.00633955,2,83,82,0.34225,20.8749,19.1282,229835,2,59.683,40.0342,85,19.1282,0,31.9843,5888147,33877,6159.97,23.8893,11.1235,10161.2,0.181833,59.683,3.33395,0,latest,2050,8251757,0,0,0,0,0
6,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.0149,16.3401,11.6047,72.0552,40.2494,1.67558,0.755403,77680,21221,21222,1.00629,20.5924,629.935,3516,66396,54.4966,24.7538,976,629.966,1,617.048,1451539,116793,14194.4,51.6079,16.4972,37662.9,0.121535,54.4966,3.10101,0,latest,39549,4594697,0,0,1,0,0
7,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.0149,89.8562,1.0019,9.1419,6.25437,1.22325,8.10505,39087,215,215,1.00708,22.6459,3.35445,214971,29815,59.9509,2.24179,1,3.35445,2,3.33885,6146575,30419.7,5745.87,23.8634,11.1802,9783.8,0.188886,59.9509,3.10919,0,latest,214,8093170,0,0,2,0,0
8,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.0149,74.898,3.97959,21.1224,5.61224,0,0,0,1,1,1.00708,22.6452,0.0156021,233271,0,59.9728,14.6939,1,0.0156021,1,0,6121571,31815.5,5862.07,23.9203,11.2989,9826.63,0.184252,59.9728,3.23768,0,latest,0,8339668,0,0,1,0,0
9,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.0149,80.8924,3.54691,15.5606,4.34783,0,0,0,1,1,1.00708,22.6444,0.0156021,233466,0,59.974,10.4119,1,0.0156021,1,0,5611257,35779.2,6169.68,25.6804,11.6355,10720.1,0.172438,59.974,3.33758,0,latest,0,8224157,0,0,1,0,0
10,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,2.01712,19.4614,78.5215,26.3052,0.0211882,0,12,217,217,0.338316,19.8293,56.0272,222454,9,59.3478,42.707,253,56.2768,1,69.133,5190404,38125.5,6388.63,26.5361,11.8342,11459.8,0.167569,59.3478,3.32689,0,latest,4431,7943934,0,0,1,0,0
11,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.0149,18.726,12.7025,68.5716,39.6844,1.1379,0.918583,89521,20815,20815,1.00708,21.4878,585.142,8442,75059,54.6918,22.2284,618,584.923,1,572.051,1814226,91593.9,11821.7,52.8072,15.4257,30243.9,0.129066,54.6918,3.0285,0,latest,36665,4657763,0,0,1,3,2
12,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.0149,95.9985,0.64335,3.35812,2.01201,3.4114,7.75913,26227,59,59,1.00708,22.7215,0.920525,171037,19866,59.9673,1.11255,0,0.920525,2,0.904922,5721825,33446.1,6031.44,28.8023,11.182,10514.2,0.180333,59.9673,3.18104,0,latest,58,8150807,0,0,2,1,1
13,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,80,2.44275,17.5573,5.19084,0,0,0,2,2,1.00708,22.7183,0.0312042,181022,0,59.9746,11.2977,2,0.0312042,2,0,5734624,34449.2,6092.21,28.8657,11.2175,10489.8,0.176846,59.9746,3.28406,0,latest,0,8341135,0,0,2,0,0
14,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,93.6858,0.587372,5.72687,1.98238,0,0,0,1,1,1.00708,22.7175,0.0156021,181674,0,59.9741,3.45081,0,0.0156021,1,0,5940876,33845,6022.71,28.6967,11.1699,10126.8,0.17795,59.9741,3.34211,0,latest,0,8547847,0,0,1,0,0
15,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,1.28328,22.6941,76.0226,27.6795,0.0356465,0.00509236,30,348,347,0.352478,17.9646,94.9076,167711,23,58.9664,38.7911,335,94.9076,1,107.561,5524091,35509.7,6185.2,29.4924,11.2829,10698.6,0.174183,58.9664,3.3191,0,latest,6894,8206538,0,0,1,0,0
16,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,17.2175,10.6123,72.1701,39.9981,1.54546,0.838075,85028,20234,20235,1.00865,21.4878,538.476,8498,71618,54.8653,24.7469,610,538.507,2,525.822,1525651,110515,12158.1,59.3696,18.1651,36077.6,0.110012,54.8653,3.06326,0,latest,33702,4045917,0,0,2,5,1
17,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.0149,93.9606,0.659403,5.38003,3.65073,1.89087,8.5242,32678,95,95,1.00865,23.1408,1.4822,218950,24712,59.9632,1.35811,0,1.4822,0,1.4978,4734814,40023.4,5521.76,26.3233,12.4212,12704.1,0.137963,59.9632,3.15044,0,latest,96,8437573,0,0,0,1,0
18,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,73.1707,5.72233,21.1069,6.5666,0.562852,0.469043,25,2,2,1.00865,23.1432,0.0312042,233488,20,59.9731,13.4146,2,0.0312042,2,0,5463543,35683.7,5056.71,24.9842,11.6914,11011.8,0.141709,59.9731,3.24048,0,latest,0,8570552,0,0,2,0,0
19,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,80.7286,4.93537,14.3361,6.93302,0,0,0,2,2,1.00865,23.1416,0.0312042,233516,0,59.972,6.22797,0,0.0312042,2,0,5356558,37402.4,5057.28,26.1673,11.6556,11230.9,0.135213,59.972,3.33031,0,latest,0,8295370,0,0,2,0,0
20,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,0.825401,20.1482,79.0264,28.8645,0.0400415,0.0054602,57,507,507,0.513769,16.0511,141.433,207835,44,58.5604,40.3227,537,141.433,1,151.013,4779247,40632.7,5347.59,27.4756,11.8847,12282.9,0.131608,58.5604,3.30806,0,latest,9681,7803901,0,0,1,0,0
21,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,21.1797,11.9512,66.8691,39.4847,1.11499,1.13086,106409,19571,19571,1.00708,24.8017,490.764,24863,87448,55.6751,20.7815,340,490.764,2,481.247,2160826,79271.6,8711.15,41.773,14.2865,25844.5,0.10989,55.6751,3.06725,0,latest,30843,4696702,0,0,2,5,0
22,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,97.1263,0.799608,2.07408,1.05389,1.62372,9.00401,24089,16,16,1.00708,25.1566,0.249634,222955,17664,59.9701,0.903771,0,0.249634,5,0.171623,5806239,33074.8,4814.8,25.1428,11.1556,10360.8,0.145573,59.9701,3.19232,0,latest,11,8530608,0,0,5,0,0
23,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.0151,81.3008,4.87805,13.8211,5.4878,0,0,0,2,2,1.00708,25.155,0.0312042,233463,0,59.9739,7.31707,0,0.0312042,2,0,6781322,29185.5,4248.19,28.0829,9.90873,8870.08,0.145558,59.9739,3.29033,0,latest,0,7266537,0,0,2,0,0
24,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.0151,100,0,0,0,0,0,0,0,0,1.00708,25.155,0,233513,0,59.9743,0,0,0,0,0,7129943,28193.4,4083.33,28.8448,9.61884,8436.22,0.144833,59.9743,3.34194,0,latest,0,6867957,0,0,0,0,0
25,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.0151,0.630392,18.8474,80.5222,31.0836,0.0357365,0.00357365,51,669,669,0.428009,15.7396,187.413,200928,45,58.1352,39.4988,679,187.413,0,198.88,6154942,31090.2,4361.35,30.0193,9.82112,9468.48,0.14028,58.1352,3.28355,0,latest,12747,6429972,0,0,0,0,0
26,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,19.3317,10.0622,70.6062,41.5329,1.26514,0.973231,95526,20150,20150,1.00787,24.7954,421.319,22727,77550,56.3549,21.0002,123,421.351,0,409.945,1692885,103331,10465.6,46.4164,15.856,33395,0.101283,56.3549,3.0942,0,latest,26275,3986027,0,0,0,8,0
27,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.0149,95.8043,0.655662,3.54,2.24306,2.18267,8.21016,26795,43,43,1.00944,24.9213,0.670891,222148,19591,59.9683,1.04963,0,0.670891,0,0.686493,4327901,45092.6,6165.11,26.2441,12.653,13899.4,0.136721,59.9683,3.24421,0,latest,44,8605547,0,0,0,2,0
28,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00944,24.9111,0,233192,0,59.9733,0,0,0,0,0,4348670,45918.1,6225.6,26.2753,12.7361,13833.1,0.13558,59.9733,3.31943,0,latest,0,8789338,0,0,0,0,0
29,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,71.7019,4.33031,23.9678,8.1571,0,0,0,2,2,1.00944,24.9095,0.0312042,233395,0,59.974,14.8036,1,0.0312042,2,0,4687411,42890.7,5883.95,25.5763,12.2559,12832.7,0.137185,59.974,3.34229,0,latest,0,8771313,0,0,2,0,0
30,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,0.65666,17.9298,81.4135,30.2748,0.0584737,0.00116947,162,818,817,0.484658,13.4642,229.195,193653,133,57.7437,41.3205,936,229.179,1,239.321,4885393,38420.6,5406.96,25.5744,11.2913,11850.2,0.140731,57.7437,3.24219,0,latest,15340,7816171,0,0,1,0,0
31,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.0149,22.582,10.7292,66.6888,42.5091,0.741636,1.28007,112543,20142,20143,1.00708,25.0551,382.065,43165,90471,56.6711,16.5871,186,382.049,0,372.032,2384182,74174,8158.81,38.0676,13.8631,23841.1,0.109996,56.6711,3.11118,0,latest,23844,4610481,0,0,0,4,0
32,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.0149,97.2292,0.739719,2.03109,0.883902,2.25677,8.86409,11916,6,6,1.00708,24.9245,0.0936127,228518,8771,59.9733,1.0657,1,0.0936127,2,0.0624084,5219532,37469.6,5288.86,25.1068,11.598,11524.1,0.141151,59.9733,3.25141,0,latest,4,8550812,0,0,2,0,0
33,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,82.3923,3.44498,14.1627,4.11483,0,0,0,1,1,1.00708,24.9237,0.0156021,233492,0,59.9739,9.2823,1,0.0156021,1,0,5681659,34907.9,4979.69,24.7533,11.0597,10586.1,0.142652,59.9739,3.29753,0,latest,0,8406724,0,0,1,0,0
34,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,69.6881,6.82261,23.4893,9.06433,0,0,0,3,3,1.00708,24.9213,0.0468063,233428,0,59.9739,13.0604,1,0.0468063,3,0,5367769,37419.4,5143.65,25.6394,11.3315,11205.7,0.137459,59.9739,3.33932,0,latest,0,8257239,0,0,3,0,0
35,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,1.64771,17.0032,81.3491,31.3439,0.271041,0.00748731,1051,1391,1391,0.928403,13.1463,247.34,186525,906,57.7039,40.5393,1064,247.184,0,248.822,4353732,43410.2,5705.66,27.9748,11.735,13285.7,0.131436,57.7039,3.26744,0,latest,15948,7395590,0,0,0,0,0
36,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,22.682,9.75267,67.5653,39.6011,0.946781,1.30708,105133,18950,18950,1.00708,24.0268,368.381,38760,85265,56.8501,20.9218,68,368.085,2,366.899,2312786,77399.2,8664.13,36.7519,13.7941,24656.6,0.111941,56.8501,3.13909,0,latest,23516,5069772,0,0,2,2,0
37,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,95.1483,1.40617,3.44548,1.66384,1.28101,9.23213,9632,11,11,1.00787,23.7435,0.171623,229157,7134,59.9725,1.59759,1,0.171623,3,0.124817,6962538,28186.5,4451.45,23.5244,10.1654,8639.92,0.157929,59.9725,3.26235,0,latest,8,7985581,0,0,3,1,0
38,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,85.0969,3.72578,11.1773,4.17288,0,0,0,1,1,1.00787,23.7427,0.0156021,233444,0,59.9729,6.11028,1,0.0156021,1,0,7641754,26123,4211.47,23.2763,9.76667,7871.75,0.161217,59.9729,3.31858,0,latest,0,7772074,0,0,1,0,0
39,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.0151,89.6885,1.39635,8.91515,4.18904,0,0,0,1,1,1.00787,23.7411,0.0156021,233449,0,59.9737,4.29646,1,0.0156021,1,0,7668947,26211.8,4217.81,23.3527,9.88256,7843.7,0.160913,59.9737,3.34176,0,latest,0,7801862,0,0,1,0,0
40,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.0151,2.34038,16.2527,81.4069,31.3389,0.464773,0.0104346,2040,1984,1984,0.971676,11.8505,262.318,179461,1750,57.5333,40.9695,1152,262.131,0,263.005,5984976,31373.1,4685.19,25.1988,10.2486,9637.82,0.149338,57.5333,3.2552,0,latest,16858,6837249,0,0,0,0,0
41,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.0149,22.9241,9.48698,67.5889,41.207,0.786659,1.32554,107894,18659,18659,1.00944,23.8403,367.96,45637,88035,56.6308,19.5007,29,367.399,0,367.399,2493423,70745.3,7793.51,37.5407,13.7419,22783.4,0.110163,56.6308,3.10512,0,latest,23547,4938625,0,0,0,10,0
42,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.0149,97.8896,0.770342,1.34007,0.802439,2.21473,9.53298,9197,5,5,1.00944,23.7419,0.0780106,229485,6877,59.9732,0.441342,0,0.0780106,1,0.0624084,4758909,41071.7,5397.09,26.2886,12.123,12639.5,0.131407,59.9732,3.24946,0,latest,4,8556623,0,0,1,0,0
43,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,65.8673,6.31495,27.8177,9.03277,0,0,0,3,3,1.00944,23.738,0.0468063,233372,0,59.9744,17.7458,2,0.0468063,3,0,5428830,36728.1,4994.94,25.8579,11.4678,11078.5,0.135998,59.9744,3.31525,0,latest,0,8660053,0,0,3,0,0
44,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,100,0,0,0,0,0,0,0,0,1.00944,23.738,0,233485,0,59.9747,0,0,0,0,0,7373454,27262.7,4179.65,26.5706,10.1948,8156.98,0.15331,59.9747,3.34226,0,latest,0,8666967,0,0,0,0,0
45,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,3.21488,16.0323,80.7529,34.2645,0.491832,0.0166133,3559,2858,2858,0.943352,11.3973,291.026,172453,3089,57.3678,37.6107,1111,290.262,0,292.259,5517897,33787.4,4770.91,28.8942,10.6415,10422.3,0.141204,57.3678,3.24182,0,latest,18732,7396187,0,0,0,0,0
46,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.0149,23.4085,9.20761,67.3839,39.3654,0.972871,1.35786,105900,17173,17173,1.00708,23.2982,337.63,47372,86880,56.9937,21.0712,64,336.974,1,336.491,2806033,64141,7258.6,33.5248,12.6458,20370.3,0.113166,56.9937,3.14876,0,latest,21567,5099298,0,0,1,4,0
47,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,96.1159,0.736978,3.1471,0.995917,2.15118,8.88358,7297,3,3,1.00708,23.4933,0.0468063,230299,5448,59.9743,2.02171,1,0.0468063,2,0.0156021,5881079,33816.1,4843.24,23.9518,10.9401,10226.4,0.143223,59.9743,3.30673,0,latest,1,8608330,0,0,2,0,0
48,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,84.9682,3.69427,11.3376,3.3121,0,0,0,1,1,1.00708,23.4925,0.0156021,233366,0,59.9742,7.38854,0,0.0156021,1,0,5858644,34243.3,4851.87,23.9563,10.9706,10266.6,0.141688,59.9742,3.33542,0,latest,0,8670880,0,0,1,0,0
49,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,78.6159,4.51011,16.874,4.97667,0,0,0,2,2,1.00708,23.491,0.0312042,233187,0,59.9743,11.042,1,0.0312042,2,0,5944976,33810.4,4810.58,24.1856,10.9079,10117,0.142281,59.9743,3.34194,0,latest,0,8664451,0,0,2,0,0
50,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,3.7162,14.6556,81.6282,34.6916,0.602393,0.0184229,4331,3120,3120,0.956727,11.1306,300.7,165597,3765,57.2591,38.0801,1143,300.107,0,301.651,5202201,35622.2,4969.82,29.0872,10.6132,11033.9,0.139515,57.2591,3.22844,0,latest,19334,6990322,0,0,0,1,0
51,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.0149,24.3372,8.93117,66.7316,40.253,0.921879,1.49699,107653,16613,16613,1.00787,23.5507,329.267,56206,87805,56.9187,19.3661,47,328.643,1,328.362,2901375,61380.4,7099.56,34.124,12.5842,19678,0.115665,56.9187,3.11925,0,latest,21046,4840542,0,0,1,4,0
52,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,93.9885,2.01701,3.99446,1.97746,1.36445,6.88155,2783,5,5,1.00787,23.1054,0.0780106,232106,2097,59.973,1.77971,0,0.0780106,2,0.0468063,5477622,35245.8,5107.46,25.1973,11.0531,10982,0.14491,59.973,3.20943,0,latest,3,8034232,0,0,2,0,0
53,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,89.2449,2.746,8.00915,2.86041,0,0,0,1,1,1.00787,23.1046,0.0156021,233091,0,59.9735,4.69108,0,0.0156021,1,0,5442325,36356.6,5156.73,25.2847,11.1548,11053.8,0.141838,59.9735,3.28906,0,latest,0,8100576,0,0,1,0,0
54,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,100,0,0,0,0,0,0,0,0,1.00787,23.1046,0,233164,0,59.9751,0,0,0,0,0,5463345,36735.7,5179.2,25.3273,11.1902,11010.5,0.140986,59.9751,3.33643,0,latest,0,8195926,0,0,0,0,0
55,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,4.55052,13.9179,81.5316,36.3508,0.684016,0.0394928,6582,4157,4157,0.965382,11.9969,304.272,158232,5669,57.3851,36.7483,1102,303.555,2,305.052,3775312,49292.1,6319.38,28.5649,11.8762,15236.7,0.128203,57.3851,3.23509,0,latest,19552,6971765,0,0,2,1,0
56,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.0149,23.7029,8.57365,67.7235,39.4023,1.28005,1.44231,105138,16906,16906,1.00787,23.6774,325.148,45355,85824,57.329,21.5336,52,324.586,0,324.415,2925288,62341.7,7334.03,30.6018,12.0755,19658.8,0.117642,57.329,3.17118,0,latest,20793,5633530,0,0,0,4,0
57,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,97.9357,0.359017,1.70533,0.787075,1.73985,9.33444,11140,4,4,1.00787,24.122,0.0624084,228750,8309,59.9726,0.835405,1,0.0624084,2,0.0312042,6036127,32167.1,4833.93,23.5482,10.9382,9966.57,0.150275,59.9726,3.2275,0,latest,2,8463516,0,0,2,0,0
58,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,68.7943,7.0922,24.1135,13.4752,0,0,0,5,5,1.00787,24.118,0.0780106,233452,0,59.9735,9.30851,0,0.0780106,5,0,5829832,34060.4,4954.32,24.1591,11.1321,10318.9,0.145457,59.9735,3.30077,0,latest,0,8518578,0,0,5,0,0
59,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,100,0,0,0,0,0,0,0,0,1.00787,24.118,0,233541,0,59.9743,0,0,0,0,0,5319207,37775,5217.62,25.7457,11.4782,11309.4,0.138124,59.9743,3.34013,0,latest,0,8345957,0,0,0,0,0
60,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,4.7658,13.9573,81.2769,37.5852,0.693428,0.0714755,7071,4605,4605,0.955153,11.3832,342.279,151267,6119,56.9061,34.891,991,341.546,0,343.246,3539647,51948.9,6466.72,30.6167,12.4775,16116.3,0.124482,56.9061,3.22337,0,latest,22000,6666628,0,0,0,0,0
61,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.0149,25.8242,8.60079,65.575,40.7716,0.901869,1.66461,101687,13874,13874,1.00865,23.1581,281.556,84270,83170,57.5726,18.7046,65,281.041,0,280.682,3004330,61528.5,7289.17,31.6739,13.4564,19225.1,0.118468,57.5726,3.20043,0,latest,17990,6305776,0,0,0,7,0
62,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.0149,94.5578,1.38889,4.05329,2.49433,3.91156,6.68934,1901,3,3,1.00865,22.716,0.0468063,232627,1454,59.973,1.36054,0,0.0468063,0,0.0468063,4545813,43606.6,5837.07,25.9116,12.8618,13232.5,0.133857,59.973,3.29542,0,latest,3,8797772,0,0,0,0,0
63,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,79.334,4.11361,16.5524,4.9951,0,0,0,1,1,1.00865,22.7152,0.0156021,233408,0,59.9745,10.8717,1,0.0156021,1,0,4913218,40788.7,5527.5,25.2353,12.3611,12242.5,0.135516,59.9745,3.33174,0,latest,0,8784613,0,0,1,0,0
64,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,82.2479,3.9916,13.7605,6.72269,0,0,0,2,2,1.00865,22.7136,0.0312042,233359,0,59.9752,6.30252,0,0.0312042,2,0,5857654,34319.4,4854.12,23.9878,11.3061,10268,0.14144,59.9752,3.34235,0,latest,0,8685072,0,0,2,0,0
65,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,5.46163,13.2885,81.2498,39.2053,0.775557,0.0540282,9197,5611,5611,0.952793,11.1755,345.758,144025,8046,56.9409,33.5861,874,345.009,3,346.773,3742997,49335.7,6162.81,28.3828,12.281,15249.9,0.124916,56.9409,3.23515,0,latest,22226,6912252,0,0,3,0,0
66,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,24.9756,8.20715,66.8173,38.7032,1.18509,1.59659,98676,14213,14213,1.00787,21.9371,290.012,68660,81149,57.3587,21.4835,50,289.513,0,289.014,3385712,53267,6363.26,30.3703,12.1974,16994.5,0.11946,57.3587,3.13437,0,latest,18524,5660771,0,0,0,3,0
67,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,100,0,0,0,2.21625,7.94717,2755,0,0,1.00787,21.8828,0,232276,2127,59.9726,0,0,0,0,0,5857620,32937.1,4733.07,23.6908,11.1369,10269.9,0.143701,59.9726,3.20716,0,latest,0,8449779,0,0,0,0,0
68,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,76.4815,3.61111,19.9074,4.53704,0,0,0,1,1,1.00787,21.882,0.0156021,233546,0,59.9744,14.6296,1,0.0156021,1,0,5775630,34140.5,4804.78,23.8274,11.2348,10414.5,0.140735,59.9744,3.27817,0,latest,0,8531376,0,0,1,0,0
69,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,100,0,0,0,0,0,0,0,0,1.00787,21.882,0,233679,0,59.974,0,0,0,0,0,5794021,34674.9,4830.3,23.8804,11.2811,10382.2,0.139303,59.974,3.33983,0,latest,0,8635545,0,0,0,0,0
70,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,5.41472,13.1873,81.398,37.3846,0.739771,0.0463281,10017,6186,6186,0.878836,9.62234,370.847,137144,8905,56.8062,35.9312,1154,370.129,0,373.343,3518327,51944.4,6376.35,28.3679,12.1871,16186.9,0.122753,56.8062,3.20904,0,latest,23929,6862824,0,0,0,0,0
71,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,5000,0.5,22.015,26.9689,8.80351,64.2276,38.1497,1.06297,1.69024,104479,14622,14622,1.00787,23.3942,274.784,74928,85648,57.7043,20.0482,18,274.582,1,272.304,3079269,59104.3,7094.53,31.133,12.5955,18798.6,0.120034,57.7043,3.14408,0,latest,17453,6260491,0,0,1,2,0
