t,c_worker_threads,c_free_pct,c_cool_pct,c_pp_threads,c_partition_bits,c_dram_gib,c_target_gib,c_zipf_factor,c_run_for_seconds,c_fs,c_contention_management,c_backoff_strategy,c_contention_update_tracker_pct,c_restarts_threshold,latest_read_ratio,latest_window_gib,latest_window_ms,latest_window_offset_gib,space_usage_gib,p1_pct,p2_pct,p3_pct,poll_pct,find_parent_pct,iterate_children_pct,pc1,pc2,pc3,free_pct,cool_pct,evicted_mib,rounds,unswizzled,cpus,submit_ms,async_mb_ws,w_mib,allocate_ops,r_mib,tx,cycle,instr,L1-miss,br-miss,task,IPC,CPU,GHz,dt_id,dt_name,dt_misses_counter,dt_restarts_update_same_size,dt_restarts_structural_change,dt_restarts_read,dt_researchy_0,dt_researchy_1,dt_researchy_2
100,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,7.69517,11.9019,80.4029,40.653,0.874386,0.146745,21155,11148,11147,0.970889,12.4375,450.402,91557,18356,56.0407,31.5749,1119,449.575,0,451.073,2073599,86330.6,9465.31,39.0415,15.081,27093.1,0.10964,56.0407,3.18644,0,latest,28911,5647636,0,0,0,0,0
101,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,32.7462,8.0602,59.1936,40.1692,0.543317,2.29674,97687,10265,10266,1.00708,23.5877,181.889,124353,78637,58.1784,12.9804,0,181.499,0,181.219,4411415,41642.8,5614.97,27.5644,11.2467,13231.2,0.134836,58.1784,3.14731,0,latest,11615,6447437,0,0,0,0,0
102,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,4.42604,6.91034,2059,0,0,1.00708,23.7349,0,232631,1543,59.9725,0,0,0,0,0,5449401,35394.7,5140.53,24.9004,10.9665,11038.3,0.145235,59.9725,3.20653,0,latest,0,8022409,0,0,0,0,0
103,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,23.7349,0,233553,0,59.9736,0,0,0,0,0,5465653,36175.8,5184.52,24.9189,11.02,11006.6,0.143314,59.9736,3.28674,0,latest,0,8149783,0,0,0,0,0
104,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,23.7349,0,233662,0,59.9735,0,0,0,0,0,5434370,36871.8,5226.33,24.9879,11.0651,11069.8,0.141743,59.9735,3.33084,0,latest,0,8192594,0,0,0,0,0
105,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,8.34733,12.6497,79.0029,40.5292,0.899052,0.155253,23854,11481,11481,0.971676,12.2762,488.174,84445,20637,55.6141,30.3021,1145,486.77,0,488.83,2198476,81042.6,8935.18,39.4019,14.1807,25361.7,0.110253,55.6141,3.19547,0,latest,31331,5058755,0,0,0,0,0
106,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,40.5757,8.83778,50.5866,30.608,1.21021,2.57657,98646,8457,8457,1.00708,24.5177,140.294,103720,78503,58.5318,13.7357,13,140.123,0,139.639,4001655,46690.4,6155.47,29.1027,12.44,14670.5,0.131836,58.5318,3.18261,0,latest,8950,6887448,0,0,0,0,0
107,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,4.96155,6.54924,1995,0,0,1.00708,24.5319,0,223566,1490,59.9726,0,0,0,0,0,4668319,40492.3,5783.89,25.9536,12.3134,12884.2,0.142839,59.9726,3.14278,0,latest,0,8601900,0,0,0,0,0
108,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,24.5319,0,233283,0,59.9722,0,0,0,0,0,4649225,41938,5870.01,25.9403,12.4061,12938.2,0.139969,59.9722,3.24141,0,latest,0,8729350,0,0,0,0,0
109,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,24.5319,0,233121,0,59.9741,0,0,0,0,0,4653071,42783.2,5918.94,25.9856,12.4682,12925.7,0.138347,59.9741,3.30994,0,latest,0,8839920,0,0,0,0,0
110,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,8.45305,12.7413,78.8056,41.1011,0.726624,0.149083,27119,12856,12856,0.983478,12.9882,512.233,77425,23166,55.4163,29.3915,1200,510.782,0,512.623,1819484,95435.8,10200.3,44.2775,16.13,30537.4,0.106882,55.4163,3.12521,0,latest,32858,5063140,0,0,0,0,0
111,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,44.4262,7.25341,48.3203,32.0588,0.669373,3.25814,102766,6647,6647,1.00708,25.7396,110.931,145182,81189,58.8125,10.6851,0,110.791,0,110.541,5452585,34380.2,4863.3,24.917,10.8509,10821.6,0.141456,58.8125,3.17701,0,latest,7083,7176269,0,0,0,0,0
112,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,2.04529,3.28707,394,0,0,1.00708,25.6035,0,233095,274,59.9735,0,0,0,0,0,5877893,33482.7,4813.76,23.5087,10.8958,10234.4,0.143768,59.9735,3.27158,0,latest,0,8480408,0,0,0,0,0
113,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,25.6035,0,233139,0,59.9742,0,0,0,0,0,5886441,34069.4,4849.98,23.5877,10.9441,10219.5,0.142356,59.9742,3.33378,0,latest,0,8600199,0,0,0,0,0
114,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,25.6035,0,233349,0,59.9742,0,0,0,0,0,5888906,34142.4,4853.8,23.5917,10.9595,10215.5,0.142164,59.9742,3.34223,0,latest,0,8623922,0,0,0,0,0
115,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,7.71047,12.1914,80.0982,42.4433,0.682452,0.142595,26141,13877,13877,0.981904,12.4548,526.041,70335,22302,55.3096,28.9803,1157,524.777,0,526.524,2067225,84030.7,8968.74,40.6917,14.5052,26820.7,0.106732,55.3096,3.13305,0,latest,33748,4828872,0,0,0,0,0
116,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,48.0328,7.34209,44.6251,28.2412,1.16267,3.20461,93182,5791,5791,1.00708,24.5948,91.8184,112526,73452,59.06,11.0392,4,91.6468,0,91.3348,4181869,44235,5788.7,28.1514,12.4316,14166.5,0.130862,59.06,3.12251,0,latest,5853,7439308,0,0,0,0,0
117,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,3.3737,5.53633,862,0,0,1.00708,24.5854,0,209019,626,59.9732,0,0,0,0,0,4506239,42218.1,5672.57,26.1932,12.4546,13348.9,0.134363,59.9732,3.16267,0,latest,0,8589870,0,0,0,0,0
118,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,24.5854,0,233334,0,59.975,0,0,0,0,0,4528901,43902.8,5766.96,26.2672,12.5924,13281.8,0.131358,59.975,3.30548,0,latest,0,8854176,0,0,0,0,0
119,60,1,10,1,6,2,20,0.8,120,0,0,0,1,100,0,1,5000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,24.5854,0,233409,0,59.9752,0,0,0,0,0,4533971,44259.2,5789.01,26.3873,12.6417,13265.7,0.130798,59.9752,3.33636,0,latest,0,8928350,0,0,0,0,0
0,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.0149,7.55942,7.95113,84.4895,51.3341,2.59782,0.0457957,1552301,1017706,1017706,1.00708,22.1723,20547.2,532216,1345129,1.3836,26.9717,1039,20547.2,1442766,0.0156021,0,inf,inf,inf,inf,inf,0.732648,1.3836,0.442884,0,latest,1,2,3381,0,0,0,0
1,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.0149,8.18059,10.3713,81.4481,43.0411,2.16055,0.131766,34795,21722,21722,0.940205,11.76,644.664,837,30101,54.8431,30.769,1166,644.664,0,645.99,146092,681622,74459.5,328.711,50.9613,376598,0.109239,54.8431,1.80994,0,latest,41404,2811690,0,0,0,0,0
2,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.0149,12.7442,10.3706,76.8853,44.9561,2.36973,0.354185,52224,25845,25844,0.95122,11.9276,513.902,1076,45246,56.1313,24.7627,118,513.902,0,513.653,482264,210475,24247.6,120.224,21.4866,116743,0.115204,56.1313,1.80289,0,latest,32923,2737992,0,0,0,0,0
3,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.0149,43.9854,7.70915,48.3055,30.236,3.75411,2.72178,88278,8463,8464,1.00708,22.6664,142.26,100277,71225,58.7277,13.1507,2,142.291,1,141.199,5165512,25503,5566.78,28.8875,10.4009,11408.3,0.218279,58.7277,2.23548,0,latest,9049,5877431,0,0,1,0,1
4,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.0149,95.8222,0.268302,3.90954,1.07321,4.90609,4.02453,641,1,1,1.00708,22.7419,0.0156021,181773,471,59.9722,2.68302,0,0.0156021,1,0,5969045,31523.1,6015.67,24.2662,10.9699,10077.8,0.190834,59.9722,3.12798,0,latest,0,8192539,0,0,1,0,0
5,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.0149,69.5129,4.92837,25.5587,5.04298,0,0,0,2,2,1.00708,22.7404,0.0312042,182335,0,59.9733,19.255,3,0.0312042,2,0,7462311,26099.9,5210.99,23.7611,10.0342,8059.82,0.199656,59.9733,3.23827,0,latest,0,7662182,0,0,2,0,0
6,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.0149,94.6659,0.3517,4.98242,1.64127,0,0,0,1,1,1.00708,22.7396,0.0156021,182397,0,59.9562,3.04807,1,0.0156021,1,0,8205834,24071.5,4927.7,23.5834,9.78247,7327.01,0.204711,59.9562,3.28531,0,latest,0,7421530,0,0,1,0,0
7,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,80.0945,3.37382,16.5317,3.10391,0,0,0,1,1,1.00708,22.7388,0.0156021,177866,0,59.9655,12.6181,2,0.0156021,1,0,8356455,23951.4,4911.75,23.203,9.72409,7195.98,0.205072,59.9655,3.32844,0,latest,0,7514617,0,0,1,0,0
8,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,100,0,0,0,0,0,0,0,0,1.00708,22.7388,0,200733,0,59.9737,0,0,0,0,0,8015502,24979.4,5047.33,23.3925,9.86579,7503.66,0.20206,59.9737,3.32896,0,latest,0,7715794,0,0,0,0,0
9,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,100,0,0,0,0,0,0,0,0,1.00708,22.7388,0,233394,0,59.9744,0,0,0,0,0,7793220,25030.7,5078.98,23.5482,9.88435,7718.99,0.20291,59.9744,3.24275,0,latest,0,7622933,0,0,0,0,0
10,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,1.34868,17.9891,80.6622,28.1225,0.0183244,0.00183244,13,256,256,0.421715,19.3297,68.1032,220768,11,59.2378,42.9616,342,68.1032,1,79.4928,7322584,26285.7,5212.76,24.0317,9.98789,8109.78,0.198311,59.2378,3.24124,0,latest,5098,7424686,0,0,1,0,0
11,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.0149,16.6798,12.476,70.8442,39.3551,1.49929,0.730814,79255,21579,21579,1.00708,21.3186,573.19,5595,67063,54.454,23.8414,941,573.237,0,561.863,1413658,116513,13910.4,65.7242,19.232,38640.5,0.11939,54.454,3.0153,0,latest,36009,3737054,0,0,0,5,0
12,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.0149,89.3245,1.79657,8.87891,5.79304,1.6627,8.53016,37018,183,183,1.00787,22.9614,2.85519,215950,27945,59.9521,2.52576,1,2.85519,1,2.83958,4656700,41140.4,7037.6,26.6596,12.6989,12914.7,0.171063,59.9521,3.18554,0,latest,182,8452628,0,0,1,1,0
13,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.0149,77.5578,5.61056,16.8317,6.71067,0,0,0,2,2,1.00708,22.9583,0.0312042,233618,0,59.9736,9.24092,1,0.0312042,3,0,5431961,36340,6402.81,25.3149,11.9176,11074.3,0.176192,59.9736,3.28147,0,latest,0,8526398,0,0,3,0,0
14,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00708,22.9583,0,233535,0,59.9743,0,0,0,0,0,6075216,33069.3,5974.61,24.3832,11.4077,9902.02,0.180669,59.9743,3.33965,0,latest,0,8620235,0,0,0,0,0
15,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,81.2644,3.90805,14.8276,4.71264,0,0,0,1,1,1.00708,22.9575,0.0156021,233421,0,59.9747,9.42529,1,0.0156021,1,0,6074733,33092.7,5979.17,24.4362,11.4107,9901.47,0.180679,59.9747,3.3422,0,latest,0,8625466,0,0,1,0,0
16,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,80.8252,5.58252,13.5922,6.5534,0,0,0,2,2,1.00708,22.9559,0.0312042,233446,0,59.9732,6.18932,0,0.0312042,2,0,6098092,32964.4,5956.97,24.8918,11.3759,9864.49,0.180709,59.9732,3.34172,0,latest,0,8556152,0,0,2,0,0
17,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,71.0227,6.02273,22.9545,7.72727,0,0,0,2,2,1.00708,22.9544,0.0312042,233390,0,59.9749,13.5227,1,0.0312042,2,0,5963159,33661.5,6007.47,25.2415,11.422,10087.6,0.178467,59.9749,3.33692,0,latest,0,8451866,0,0,2,0,0
18,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,100,0,0,0,0,0,0,0,0,1.00708,22.9544,0,233586,0,59.975,0,0,0,0,0,5442936,36626.6,6232.95,26.1888,11.6919,11051.8,0.170176,59.975,3.31409,0,latest,0,8094237,0,0,0,0,0
19,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,89.0166,1.27714,9.70626,3.7037,0,0,0,1,1,1.00708,22.9536,0.0156021,233521,0,59.9752,5.4917,0,0.0156021,1,0,5433717,36727.7,6231.56,26.1405,11.6887,11069.7,0.169669,59.9752,3.31787,0,latest,0,8090032,0,0,1,0,0
20,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,0.698773,17.5491,81.7522,26.9478,0.0608747,0.00257217,88,525,525,0.345397,15.5822,147.487,206129,70,58.4907,45.3559,693,147.487,0,160.327,4809912,40073.1,6578.93,27.4096,11.9105,12190.2,0.164173,58.4907,3.28733,0,latest,10278,7609666,0,0,0,0,0
21,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.0149,19.0864,10.1597,70.7539,39.67,1.72516,0.891484,87526,20566,20566,1.00865,21.5877,492.184,7654,73667,55.2949,24.0075,390,492.231,0,479.406,1802329,95401.9,11584.7,49.7506,16.1719,30769.5,0.12143,55.2949,3.10053,0,latest,30725,4017127,0,0,0,6,0
22,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.0149,96.6583,0.387248,2.95443,1.64079,3.27491,6.76348,35129,57,57,1.00944,23.7687,0.88932,200222,26314,59.9669,1.14004,2,0.88932,2,0.873718,5649155,34089.8,6119.78,24.8331,11.249,10648,0.17952,59.9669,3.20151,0,latest,56,8246715,0,0,2,2,0
23,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.0149,100,0,0,0,0,0,0,0,0,1.00944,23.7671,0,233313,0,59.9734,0,0,0,0,0,5614220,34930.1,6124.27,24.8959,11.2918,10714.4,0.175329,59.9734,3.26012,0,latest,0,8218770,0,0,0,0,0
24,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,75.884,3.8078,20.3083,4.71442,0,0,0,1,1,1.00944,23.7663,0.0156021,233298,0,59.9752,14.5059,1,0.0156021,1,0,5649799,35436.3,6164.4,24.8737,11.3415,10645.7,0.173957,59.9752,3.3287,0,latest,0,8381737,0,0,1,0,0
25,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,69.6191,6.99734,23.3835,7.97166,0,0,0,3,3,1.00944,23.764,0.0468063,233453,0,59.9741,13.9061,2,0.0468063,3,0,6085851,33029.3,5854.98,25.2353,10.8958,9883.25,0.177266,59.9741,3.34195,0,latest,0,8186614,0,0,3,0,0
26,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,87.3371,2.70019,9.96276,3.07263,0,0,0,1,1,1.00944,23.7632,0.0156021,233442,0,59.9735,6.33147,0,0.0156021,1,0,6881275,29212.3,5193.61,27.6379,9.87508,8740.69,0.177788,59.9735,3.34211,0,latest,0,6852300,0,0,1,0,0
27,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,100,0,0,0,0,0,0,0,0,1.00944,23.7632,0,233057,0,59.9681,0,0,0,0,0,6968099,28838.5,5179.42,28.0118,10.007,8630.58,0.179601,59.9681,3.34143,0,latest,0,7039088,0,0,0,0,0
28,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,91.5556,0.444444,8,2.93333,0,0,0,1,1,1.00944,23.7624,0.0156021,233258,0,59.9733,4.71111,1,0.0156021,1,0,6995345,28638.9,5195.16,28.0589,10.1155,8597.59,0.181403,59.9733,3.33104,0,latest,0,7171064,0,0,1,0,0
29,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,100,0,0,0,0,0,0,0,0,1.00944,23.7624,0,233430,0,59.974,0,0,0,0,0,6989639,28738.7,5185.88,27.6427,9.88405,8604.58,0.180449,59.974,3.33993,0,latest,0,6965800,0,0,0,0,0
30,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.0151,0.943932,17.9662,81.0899,29.1636,0.0915838,0.00449491,204,835,835,0.70417,12.4548,227.104,191802,175,57.8801,42.6899,992,227.104,2,232.877,5806216,32194.6,5515.79,29.1602,10.0738,9993.09,0.171327,57.8801,3.22169,0,latest,14928,6270009,0,0,2,0,0
31,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.0149,21.3935,9.32365,69.2828,42.3967,1.31731,1.08386,108080,20895,20895,1.00787,24.4264,400.974,27724,87816,56.0148,19.6618,26,400.99,1,395.326,2144487,82880,9409.41,47.7889,16.2413,26192,0.113531,56.0148,3.16433,0,latest,25336,4612628,0,0,1,9,0
32,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,96.9698,0.210093,2.82009,1.44641,3.45845,7.72494,17261,19,19,1.00787,24.6459,0.29644,198852,12715,59.968,1.20803,1,0.29644,3,0.249634,5813622,34483.7,4875.47,25.7917,11.641,10343.9,0.141385,59.968,3.33373,0,latest,16,8405345,0,0,3,0,0
33,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,92.6493,0.612557,6.73813,1.91424,0,0,0,1,1,1.00787,24.6436,0.0156021,187155,0,59.9723,4.44104,1,0.0156021,1,0,5771932,34120.6,4835.66,26.0321,11.5222,10420.6,0.141723,59.9723,3.27435,0,latest,0,8222564,0,0,1,0,0
34,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,71.7715,5.21523,23.0132,6.78808,0,0,0,2,2,1.00787,24.642,0.0312042,233193,0,59.9724,14.9007,4,0.0312042,2,0,5399909,34367.8,4901.21,26.1769,11.4999,11138.3,0.142611,59.9724,3.08556,0,latest,0,7941188,0,0,2,0,0
35,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,100,0,0,0,0,0,0,0,0,1.00787,24.642,0,233327,0,59.9751,0,0,0,0,0,5279246,36386.7,5024.28,26.3629,11.6138,11393.1,0.13808,59.9751,3.19375,0,latest,0,8086336,0,0,0,0,0
36,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,100,0,0,0,0,0,0,0,0,1.00787,24.642,0,233374,0,59.976,0,0,0,0,0,5310583,37674.7,5094.11,26.5694,11.7163,11325,0.135213,59.976,3.32669,0,latest,0,8315707,0,0,0,0,0
37,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,100,0,0,0,0,0,0,0,0,1.00787,24.642,0,233267,0,59.9766,0,0,0,0,0,5287118,38027.3,5119.05,26.6507,11.7563,11376.1,0.134615,59.9766,3.34273,0,latest,0,8354190,0,0,0,0,0
38,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,100,0,0,0,0,0,0,0,0,1.00787,24.642,0,232925,0,59.9756,0,0,0,0,0,5299156,37938.2,5114.42,26.6641,11.7511,11350.6,0.134809,59.9756,3.34241,0,latest,0,8354350,0,0,0,0,0
39,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,100,0,0,0,0,0,0,0,0,1.00787,24.642,0,233402,0,59.9764,0,0,0,0,0,5319339,37792.6,5099.27,26.534,11.7182,11307.3,0.134928,59.9764,3.34231,0,latest,0,8351919,0,0,0,0,0
40,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,3.49761,15.8778,80.6246,34.1772,0.840883,0.0261304,3174,2337,2337,0.981117,13.4666,262.958,178302,2714,57.5756,36.8909,892,262.958,0,263.457,4137954,45011.5,5745.82,29.2882,12.2393,13947.7,0.127652,57.5756,3.22717,0,latest,16887,7172003,0,0,0,0,0
41,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.0149,22.0065,8.63524,69.3582,38.7845,1.79287,1.25515,100533,18872,18872,1.00865,24.6601,357.725,24450,81742,56.5848,22.8388,85,357.772,0,357.304,2158328,82052.7,8751.32,43.435,14.7615,26297.8,0.106655,56.5848,3.12013,0,latest,22900,4309329,0,0,0,6,0
42,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.0149,98.652,0.341183,1.00682,0.428151,1.32794,9.72036,22156,6,6,1.00865,25.0511,0.0936127,223453,16330,59.9723,0.525154,1,0.0936127,0,0.109215,5498621,34484,5014.71,25.4273,11.4,10940.9,0.145421,59.9723,3.15185,0,latest,7,8550338,0,0,0,1,0
43,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,66.4628,6.21814,27.3191,7.44139,0,0,0,2,2,1.00865,25.0496,0.0312042,232968,0,59.9744,18.7564,1,0.0312042,2,0,5472056,36148.2,5086.43,25.3771,11.4708,10991.9,0.140711,59.9744,3.28863,0,latest,0,8660174,0,0,2,0,0
44,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,75.1306,5.53814,19.3312,6.37409,0,0,0,2,2,1.00865,25.048,0.0312042,232989,0,59.9743,11.7032,1,0.0312042,2,0,5638621,35652,4990.32,25.0033,11.3359,10668.8,0.139973,59.9743,3.34172,0,latest,0,8762207,0,0,2,0,0
45,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,100,0,0,0,0,0,0,0,0,1.00865,25.048,0,233518,0,59.9739,0,0,0,0,0,5987510,33569.2,4815.23,24.6599,11.0244,10046.3,0.143442,59.9739,3.34145,0,latest,0,8756901,0,0,0,0,0
46,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,80.7648,4.63499,14.6002,3.82387,0,0,0,1,1,1.00865,25.0472,0.0156021,233097,0,59.974,10.0811,0,0.0156021,1,0,5939640,33856,4827.72,24.8045,11.0038,10127.9,0.142596,59.974,3.34285,0,latest,0,8737239,0,0,1,0,0
47,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,78.121,4.3758,17.5032,4.5045,0,0,0,1,1,1.00865,25.0464,0.0156021,233044,0,59.9746,12.0978,1,0.0156021,1,0,6908457,29094.1,4180.44,27.7361,9.61572,8706.9,0.143687,59.9746,3.3415,0,latest,0,6902209,0,0,1,0,0
48,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,77.3206,3.82775,18.8517,6.2201,0,0,0,1,1,1.00865,25.0456,0.0156021,233411,0,59.9751,11.866,1,0.0156021,1,0,6915208,29072.6,4178.36,27.9317,9.56766,8698.07,0.143722,59.9751,3.34242,0,latest,0,6785857,0,0,1,0,0
49,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,100,0,0,0,0,0,0,0,0,1.00865,25.0456,0,233175,0,59.9753,0,0,0,0,0,6931530,28937.5,4176.41,27.8867,9.5502,8677.76,0.144325,59.9753,3.33467,0,latest,0,6770183,0,0,0,0,0
50,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,3.98702,15.0057,81.0073,40.7794,0.450517,0.0280079,5989,4516,4516,0.969315,12.8899,315.74,161532,5076,57.1616,31.3387,775,315.74,0,316.473,4982656,37228.9,4902.2,30.7204,10.1481,11499.9,0.131677,57.1616,3.23732,0,latest,20284,5755717,0,0,0,0,0
51,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.0149,26.9257,8.78455,64.2898,36.137,1.67347,1.45115,106887,14841,14841,1.00865,25.9434,300.216,40085,85982,57.2094,20.92,63,300.216,0,299.607,2462724,75057.3,8256.97,38.4865,14.4025,23297.3,0.110009,57.2094,3.22172,0,latest,19203,5021906,0,0,0,8,0
52,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.0149,98.3493,0.145266,1.50548,0.691112,4.74534,6.4269,12630,8,8,1.00944,25.3407,0.124817,175845,9260,59.9725,0.721926,0,0.124817,2,0.0936127,5345107,36458.4,5250.06,24.9543,11.4645,11251.2,0.144002,59.9725,3.24039,0,latest,6,8367159,0,0,2,1,0
53,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.0149,93.3386,0.470219,6.19122,1.88088,0,0,0,1,1,1.00944,25.3399,0.0156021,211462,0,59.9685,3.9185,0,0.0156021,1,0,6102636,32150.9,4827.43,23.947,10.8077,9856.29,0.150149,59.9685,3.26197,0,latest,0,8438997,0,0,1,0,0
54,60,1,10,1,6,2,20,0.8,120,0,1,0,1,100,0,1,10000,0.5,22.015,76.72,3.68,19.6,5.2,0,0,0,1,1,1.00865,25.3391,0.0156021,233112,0,59.9732,13.6,2,0.0156021,2,0,5912446,32510.3,4894.9,24.0579,10.8846,10175,0.150564,59.9732,3.19513,0,latest,0,8500753,0,0,2,0,0
