t,tpcc_warehouse_count,tpcc_warehouse_affinity,c_tag,c_mutex,c_worker_threads,c_pin_threads,c_smt,c_free_pct,c_cool_pct,c_pp_threads,c_partition_bits,c_dram_gib,c_target_gib,c_run_for_seconds,c_fs,c_bstar,c_bulk_insert,c_backoff_strategy,c_cm_split,c_cm_update_on,c_cm_period,c_cm_slowpath_threshold,c_su_kwaymerge,c_su_merge,c_su_target_pct,c_zipf_factor,c_backoff,c_hash,space_usage_gib,consumed_pages,p1_pct,p2_pct,p3_pct,poll_pct,find_parent_pct,iterate_children_pct,pc1,pc2,pc3,free_pct,cool_pct,cool_pct_should,evicted_mib,rounds,touches,unswizzled,submit_ms,async_mb_ws,w_mib,allocate_ops,r_mib,tx,symbol
764,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1857.78,121751597,54.57,14.05,31.38,9.52,15.53,405295781179780,252058,600,603,0.64,6.99,19,3169.41,40,232962,228066,13.65,92390,2178.98,3052,3289.92,41656,1
764,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1163.57,76255762,22.12,8.36,69.53,50.81,5.89,210327988354325,238399,86547,86547,0.53,4.64,19,3080.67,6688,226224,217247,13.91,7181,2247.02,5045,3042.93,51285,4
765,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1857.83,121754436,61.51,13.13,25.36,6.14,15.13,236569718593334,256075,592,589,0.69,7.02,19,3172.03,36,236679,231791,12.01,84810,2173.87,2847,3020.44,38111,1
765,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1163.6,76257601,24,9.31,66.69,46.71,6.15,168874902612780,263543,48181,48181,0.5,4.64,19,3409.37,3807,250339,240370,15.29,16262,2484.73,5881,3453.4,59186,4
766,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1857.87,121757346,55.26,13.97,30.77,9.37,14.25,236453078100391,243714,600,601,0.71,6.95,19,3205.16,35,225373,220695,13.62,90856,2197.12,2915,3112.54,39776,1
766,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1163.63,76259495,31.08,12.38,56.54,31.87,6.25,37896966439181,303473,4232,4233,0.46,4.69,19,3805.64,269,288313,276669,19.56,43903,2764.12,6525,3881.45,65690,4
767,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1857.91,121760197,57.94,13.98,28.08,7.64,15.49,134757911230537,246374,577,578,0.74,6.92,19,3170.12,37,227968,223276,12.97,87029,2181.88,2859,3047.28,39362,1
767,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1163.65,76261045,34.32,12.43,53.25,28.96,6.77,58640725983137.2,291121,3910,3909,0.51,4.72,19,3701.04,332,276224,265218,19.07,48637,2689.93,6051,3562.79,60789,4
768,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1857.96,121763119,57.79,13.63,28.57,7.9,15.91,154212980029074,258283,583,584,0.71,6.97,19,3118.94,39,239093,234226,13.05,87135,2144.09,2932,3149.46,40316,1
768,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1163.68,76263140,31.61,12.44,55.95,30.62,6.24,395412889219428,294139,3321,3322,0.44,4.73,19,3768.89,238,279232,268165,20.09,49196,2750.31,6498,3889.95,66032,4
769,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1858,121765891,57.72,13,29.28,8.9,15.14,443790885938727,262962,581,579,0.66,7.07,19,3058.81,36,243023,237990,12.96,87830,2101.56,2775,3123.53,39376,1
769,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1163.71,76264753,34.47,12.1,53.43,28.94,6.4,351218556875184,295514,3702,3699,0.46,4.79,19,3686.11,367,280323,269199,19.41,50381,2684.05,6107,3612.31,61462,4
770,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1858.04,121768765,51.46,14.63,33.91,11.1,13.83,126379320708509,246912,631,633,0.74,6.95,19,3360.46,38,228186,223466,14.23,98528,2301.34,2880,3121.92,39180,1
770,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1163.74,76266593,34.95,12.83,52.22,27.26,6.97,222335947583079,286827,1274,1277,0.43,4.78,19,3703.82,93,272150,261128,19.79,50733,2704.98,6378,3756.47,63369,4
771,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1858.09,121771873,54.16,14.18,31.67,9.94,15.32,205481628761980,257050,580,580,0.68,7.01,19,3097.63,38,237932,232851,13.77,90656,2129.5,3119,3194.55,40990,1
771,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1163.76,76268366,33.02,12.56,54.41,30.79,6.15,19769228824078.5,280180,6396,6394,0.48,4.75,19,3691.83,619,265619,254972,18.57,48935,2689.45,5921,3545.92,60449,4
772,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1858.13,121774637,54.98,13.87,31.15,8.95,14.54,142476908596672,246488,576,576,0.68,7.02,19,3072.46,36,227762,222982,14.07,97549,2116.04,2768,3025.56,38329,1
772,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1163.79,76269966,35.2,12.29,52.51,27.98,6.73,276978979458794,297389,4264,4264,0.49,4.79,19,3729.67,353,282222,270916,19.6,46395,2708.35,6148,3679.74,62239,4
773,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1858.18,121777593,58.01,13.67,28.31,7.1,14.38,382868068612897,264549,609,609,0.72,7.05,19,3235.6,36,244337,239327,13.2,102843,2222.13,2963,3106.01,38925,1
773,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1163.82,76271943,32.73,12.38,54.89,30.21,6.39,220914924002992,274916,3762,3764,0.5,4.76,19,3617.27,446,260567,250176,19.59,49773,2637.19,6075,3556.11,60958,4
774,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1858.22,121780418,58.25,13.39,28.36,8.09,15.45,318841035490179,254394,563,562,0.69,7.13,19,3019.07,36,234817,229978,12.64,88549,2074.24,2829,3049.03,38299,1
774,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1163.85,76273912,32.21,11.8,55.98,32.28,6.25,99168265706009,278088,7669,7666,0.47,4.73,19,3638.13,757,263595,253028,18.74,46483,2644.39,6268,3680.04,62630,4
775,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1858.26,121783200,56.05,13.89,30.06,8.7,14.6,22140566009488.2,237258,615,616,0.75,6.99,19,3263.79,38,219287,214753,13.42,94734,2236,2786,3078.03,38645,1
775,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1163.88,76275970,30.4,12.23,57.37,32.62,6.04,303765735219535,284507,5834,5836,0.49,4.68,19,3780.47,477,270006,259141,19.57,47535,2753.15,6337,3704.33,63320,4
776,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1858.31,121786069,57.93,13.53,28.54,8.19,15.58,52234038639486.2,261590,577,576,0.73,7.07,19,3099.73,36,241657,236626,12.82,87873,2130.2,2878,3103.38,38957,1
776,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1163.91,76277763,33.64,12.29,54.07,29.59,6.83,132060385661338,289240,5037,5038,0.47,4.73,19,3615.95,477,274435,263412,19.48,45797,2631.89,6210,3634.37,62465,4
777,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1858.35,121788856,56.69,13.45,29.86,9.51,15.03,201646196047646,257749,570,569,0.73,7.14,19,3063.52,34,237813,232876,12.66,91516,2098.02,2801,3017.87,38034,1
777,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1163.93,76279563,34.88,13.24,51.88,26.81,6.32,135161486891870,301174,1744,1744,0.47,4.75,19,3852.21,113,285777,274122,19.8,54682,2809.13,6463,3819.54,64721,4
778,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1858.4,121791838,56.83,13.84,29.34,8.26,16.01,430382111620930,251431,586,588,0.66,7.13,19,3151.19,40,232370,227474,13.27,88470,2166.32,2985,3270.02,41453,1
778,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1163.97,76281716,30.81,11.76,57.43,33.25,6.22,367815279886750,270679,7281,7280,0.42,4.73,19,3527.92,617,256888,246670,19.09,45979,2571.45,6235,3612.98,62008,4
779,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1858.44,121794727,58.11,13.52,28.37,7.67,16.21,416666523684879,251837,576,576,0.64,7.16,19,3056.08,36,232455,227735,13.03,86863,2098.59,2894,3043.04,38533,1
779,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1163.99,76283311,36.75,12.43,50.82,26.35,6.71,184005382636057,299840,3290,3289,0.47,4.76,19,3812.94,303,284543,273058,19.38,50388,2774.55,6174,3671.74,62615,4
780,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1858.48,121797618,59.35,13.18,27.47,7.64,14.41,405089951325129,251130,586,584,0.67,7.18,19,3110.28,36,232027,227339,12.46,89885,2131.09,2902,3004.9,38148,1
780,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1164.02,76285389,31.55,11.97,56.47,31.9,6.09,227413243543400,274521,6785,6787,0.46,4.72,19,3630.03,587,260379,250088,19.34,49275,2643.73,6184,3619.16,62148,4
781,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1858.53,121800538,55.48,14.03,30.49,8.77,15.07,76557577624690,248452,622,623,0.74,7.09,19,3313.73,36,229462,224608,13.62,93951,2272.7,2930,3101.06,39894,1
781,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1164.05,76287387,34.88,12.79,52.34,27.59,6.6,283068429638555,284592,1958,1958,0.44,4.68,19,3743.71,140,270514,259584,19.45,50477,2723.65,6377,3757.04,64298,4
782,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1858.58,121803617,55.77,13.85,30.39,9.3,15.39,72551714254815.4,248549,584,585,0.71,7.06,19,3142.41,40,229605,224783,13.26,90994,2155.98,3087,3167.37,40214,1
782,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1164.08,76289015,33.18,11.84,54.98,30.76,6.31,253285110534913,285621,5383,5381,0.45,4.71,19,3635.67,567,271276,260386,19.1,47316,2647.12,6003,3586.85,61373,4
783,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1858.62,121806606,55.78,13.27,30.96,10.15,15.29,99485397966311.5,260503,576,576,0.66,7.14,19,3084.52,36,240465,235543,13.06,89547,2123.32,2998,3153.94,39771,1
783,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1164.11,76290976,32.65,12.95,54.4,28.6,6.66,329193571986253,283709,2117,2119,0.47,4.68,19,3740.36,201,269490,258660,20.49,50679,2725.19,6353,3672.53,62952,4
784,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1858.67,121809552,58.67,13.31,28.02,7.67,14.7,97962540296024.2,260477,580,580,0.65,7.22,19,3077.86,36,240394,235354,12.71,96159,2112.26,2951,3067.13,39506,1
784,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1164.13,76292535,36.52,12.28,51.2,27.12,6.64,319784831459820,296417,1901,1901,0.48,4.73,19,3708.11,149,281080,269806,19.09,47970,2700.83,6130,3657.23,62114,4
785,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1858.71,121812459,58.05,13.48,28.47,8.25,15.41,225549783919749,256937,580,577,0.66,7.26,19,3114.18,36,237179,232179,12.73,88638,2133.6,2915,3027.31,38006,1
785,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1164.16,76294287,36.08,12.57,51.35,27.04,7.05,225265681133874,298860,2648,2647,0.44,4.8,19,3692.16,256,283642,272279,19.27,48935,2684.95,6332,3761.34,63794,4
786,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1858.75,121815365,55.06,14.07,30.87,9.54,14.72,386526357454778,239973,610,611,0.72,7.15,19,3233.48,36,221477,216868,13.41,93956,2214.49,2916,3053.65,38727,1
786,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1164.19,76296063,33.4,12.53,54.08,29.56,5.98,58849300351911.5,279196,4508,4509,0.51,4.72,19,3787.26,356,264613,254217,19.42,50260,2758.91,5999,3587.32,61321,4
787,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1858.8,121818424,53.95,14.53,31.51,9.61,15.88,465414612309083,250780,598,600,0.67,7.14,19,3150.21,40,231783,227092,13.7,91355,2164.26,3077,3226.72,41257,1
787,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1164.21,76297994,30.38,12.38,57.24,32.71,6.07,324267062193806,284209,6089,6089,0.48,4.71,19,3689.35,459,269487,258638,19.35,47152,2684.62,6290,3724.82,63468,4
788,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1858.85,121821376,55.98,13.91,30.11,9.12,13.78,125570500823541,246899,640,640,0.76,7.02,19,3355.87,40,228072,223262,13.3,94172,2302.97,2965,3096.57,39558,1
788,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1164.25,76300017,32.41,12,55.59,30.76,6.19,101111028550279,289728,3052,3050,0.44,4.72,19,3710.48,192,275128,264178,19.75,47781,2707.54,6389,3779.55,64763,4
789,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1858.89,121824280,56.81,12.92,30.27,9.99,14.64,62161201051844.8,248840,574,573,0.75,7.01,19,3136.31,34,229784,225084,12.81,92139,2154.54,2914,3114.06,39620,1
789,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1164.27,76301840,31.05,11.76,57.2,32.69,5.92,424626240652062,268818,7196,7198,0.46,4.66,19,3601.56,707,255386,245314,19.4,44795,2617.99,5909,3531.51,60869,4
790,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1858.94,121827253,54.55,14.49,30.96,8.23,14.26,449429671091984,237958,608,609,0.79,6.89,19,3260.42,38,219984,215493,14.36,99531,2240.62,2984,3121.87,39379,1
790,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1164.3,76303686,31.25,12.25,56.5,31.66,6.33,424168765679516,293221,5611,5611,0.49,4.64,19,3855.16,461,278513,267343,19.64,45277,2810.72,6304,3752.48,64117,4
791,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1858.98,121830322,55.85,13.75,30.4,9.34,16,307710355527145,267167,578,578,0.71,7.02,19,3059.92,38,246989,241965,13.34,88192,2103.31,3077,3201.13,41003,1
791,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1164.33,76305316,29.39,11.25,59.36,35.75,6.1,452988074603761,280377,7465,7464,0.45,4.71,19,3470.27,764,266299,255518,18.73,43108,2525.65,5988,3527.17,59741,4
792,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1859.03,121833133,58.44,13.24,28.32,8.23,15.32,407225820212115,238699,576,576,0.73,6.95,19,3127.15,36,220672,216107,12.57,91475,2146.69,2822,3038.62,38143,1
792,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1164.35,76307146,34.75,12.49,52.77,27.72,6.54,217636509523265,298750,2105,2106,0.46,4.73,19,3795.34,132,283721,272311,19.93,51017,2767.05,6381,3750.78,63909,4
793,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1859.07,121836043,55.92,14.06,30.02,8.5,15.71,2249187713155.09,262948,576,576,0.68,7.05,19,3072.71,36,242934,237884,13.62,89711,2108.72,2917,3138.65,39773,1
793,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1164.38,76309097,29.91,11.83,58.26,34.1,5.93,119111045537804,277038,6587,6587,0.46,4.71,19,3615.68,511,263114,252717,19.09,46771,2629.52,6114,3588.45,60842,4
794,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1859.12,121839016,59.79,12.9,27.3,7.68,14.39,214145721265456,256553,585,584,0.66,7.08,19,3135.76,36,237149,232331,12.29,93217,2156.48,2984,3134.57,39334,1
794,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1164.41,76310988,32.47,12.41,55.12,30.05,6.37,55706179519853.7,290959,2747,2746,0.45,4.72,19,3746.96,190,276296,265279,19.95,48015,2730.6,6346,3750.01,63554,4
795,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1859.16,121841959,56,14.11,29.88,8.62,14.82,147045312046409,246341,611,612,0.72,7.01,19,3260.31,36,227634,223011,13.28,93794,2231.85,2956,3060.23,38735,1
795,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1164.44,76312908,32.43,12.15,55.43,31.19,6.15,156554188578756,276115,5450,5450,0.44,4.69,19,3623.7,516,262136,251744,19.22,49473,2635.52,6029,3600.37,61620,4
796,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1859.21,121844881,58.12,12.98,28.89,9.03,15.97,79871192583689.5,248143,564,562,0.71,7.06,19,2995.96,36,229371,224591,12.57,86978,2061.04,2935,2987.66,38328,1
796,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1164.47,76314859,32.29,12.22,55.48,31.39,6.31,72930221713117.2,278299,4623,4623,0.45,4.66,19,3665.5,384,264279,253692,19.05,44876,2669.38,6164,3623.79,61883,4
797,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1859.25,121847828,58.48,13.09,28.43,7.66,15.22,427090598844672,251217,670,669,0.7,7.12,19,3022.75,55,232069,227232,13.26,90629,2083.83,2955,3001.57,38147,1
797,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1164.5,76316504,33.38,11.75,54.87,31.14,6.45,263822076644689,285400,5393,5393,0.46,4.67,19,3672.83,433,271010,260040,18.78,44629,2673.36,6103,3607.43,61617,4
798,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1859.29,121850734,57.37,14.13,28.5,7.51,15.09,60613577767777.1,248924,605,606,0.75,7.07,19,3212.16,36,229860,225082,13.15,90626,2202.41,2914,3055.53,38688,1
798,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1164.53,76318401,31.97,11.79,56.24,32.37,6.15,66155003193887.6,278640,6026,6027,0.47,4.64,19,3667.53,491,264455,253805,18.94,44330,2668.49,6252,3630.08,61886,4
799,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1859.34,121853709,53.61,13.87,32.52,10.14,14.45,93336816413876.9,247937,593,595,0.75,7.03,19,3186.15,37,229032,224355,13.94,97546,2187.43,2984,3139.39,39300,1
799,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1164.55,76320179,32.45,12.33,55.21,30.55,6.54,456234690158684,292677,4033,4033,0.45,4.67,19,3722.73,299,277786,266773,19.63,45262,2711.93,6261,3743.7,63590,4
800,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1859.39,121856781,54.35,14.14,31.51,9.4,15.77,327450936872347,254283,587,587,0.67,7.04,19,3139.53,39,234915,230158,13.89,91695,2158.27,3079,3271.4,41222,1
800,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1164.58,76321846,29.89,11.49,58.62,34.52,5.94,85051770037038.8,278211,9343,9343,0.44,4.68,19,3568.12,958,263971,253342,19,46098,2598.33,5981,3569,61019,4
801,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1859.43,121859643,56.62,13.83,29.55,8.32,15.68,176245183948821,257984,576,576,0.65,7.1,19,3103.95,36,238579,233701,13.37,91571,2127.27,2868,3098.97,38835,1
801,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1164.61,76323574,34.37,12.59,53.04,28.68,6.77,99111775565303,289878,3725,3724,0.47,4.66,19,3797.98,318,275183,263952,19.26,45717,2764.37,6206,3694.88,62717,4
802,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1859.47,121862532,56.87,13.44,29.69,8.78,13.7,292336687971858,241756,613,611,0.73,7.01,19,3227.86,36,223427,218694,13.14,96229,2212.04,2896,3009.16,37973,1
802,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1164.63,76325264,31.5,11.31,57.19,33.74,6.44,271349741522266,285301,8206,8206,0.45,4.73,19,3525.75,788,270832,260062,18.59,43365,2572.82,6024,3534,60575,4
803,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1859.52,121865533,53.31,14.23,32.46,9.86,15.13,382293137961154,252638,603,605,0.69,6.99,19,3199.53,40,233592,228755,14.17,98427,2201.15,3007,3250.58,41173,1
803,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1164.66,76327317,35.3,12.52,52.18,27.35,6.54,363632881307939,283015,2659,2660,0.49,4.7,19,3722.38,216,268444,257907,19.56,51687,2710.7,6264,3599.72,61517,4
804,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1859.57,121868517,54.06,13.99,31.95,10.12,14.2,328491117013775,253898,616,615,0.7,6.96,19,3258.14,37,234425,229507,13.8,95584,2231.73,2987,3167.49,39783,1
804,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1164.69,76329206,31.36,11.57,57.07,33.26,6.24,303627293420043,272440,7713,7713,0.48,4.69,19,3537.03,796,258473,248206,18.92,42999,2573.12,5995,3523.66,60168,4
805,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1859.61,121871545,51.3,14.49,34.22,11.37,13.44,178118937439590,245404,584,585,0.71,6.9,19,3193.94,38,226828,222145,14.37,98723,2200.85,3033,3135.18,39704,1
805,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1164.72,76331286,36.42,12.69,50.89,25.89,6.8,300479158160212,296494,1458,1458,0.48,4.73,19,3756.96,115,281626,270417,19.78,50492,2741.26,6523,3744.83,64271,4
806,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1859.66,121874541,56.14,13.91,29.95,8.57,16.02,210242001005616,257089,576,576,0.67,6.98,19,3065.74,36,237809,232926,13.51,87644,2106.35,3004,3103.06,39263,1
