t,tpcc_warehouse_count,tpcc_warehouse_affinity,c_tag,c_mutex,c_worker_threads,c_pin_threads,c_smt,c_free_pct,c_cool_pct,c_pp_threads,c_partition_bits,c_dram_gib,c_target_gib,c_run_for_seconds,c_fs,c_bstar,c_bulk_insert,c_backoff_strategy,c_cm_split,c_cm_update_on,c_cm_period,c_cm_slowpath_threshold,c_su_kwaymerge,c_su_merge,c_su_target_pct,c_zipf_factor,c_backoff,c_hash,space_usage_gib,consumed_pages,p1_pct,p2_pct,p3_pct,poll_pct,find_parent_pct,iterate_children_pct,pc1,pc2,pc3,free_pct,cool_pct,cool_pct_should,evicted_mib,rounds,touches,unswizzled,submit_ms,async_mb_ws,w_mib,allocate_ops,r_mib,tx,symbol
806,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1164.75,76332952,30.55,11.6,57.85,34.1,6.18,21061321935566.9,279995,7626,7626,0.46,4.75,19,3576.89,723,265600,254899,18.83,44421,2608.02,5938,3580.19,61153,4
807,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1859.7,121877482,58.85,13.15,28,7.52,14.26,58048619147057.5,248482,578,576,0.67,6.99,19,3084.63,36,229863,225084,12.88,93471,2126.37,2953,3045.45,38585,1
807,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1164.78,76334947,32.57,12.56,54.87,29.58,6.46,305817522503454,284435,2095,2095,0.43,4.71,19,3747.49,131,270008,259159,20.16,48735,2729.43,6385,3801.66,64677,4
808,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1859.75,121880384,51.12,14.8,34.08,11.33,12.63,40618217219550.8,236404,632,633,0.74,6.85,19,3302.11,36,218782,214298,14.33,102380,2274.38,2910,3087.67,39045,1
808,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1164.81,76336779,33.28,11.87,54.85,31.17,6.16,139430947183921,276482,5610,5610,0.43,4.67,19,3654.92,561,262561,252003,18.65,44782,2659.05,6102,3612.22,61525,4
809,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1859.79,121883372,49.53,14.1,36.38,13.36,14.48,294486364090695,254717,582,583,0.72,6.91,19,3064.5,40,235767,231033,14.64,95117,2105.41,2991,3079.62,38966,1
809,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1164.84,76338725,31.6,12.01,56.39,32.11,6.34,125819995001557,289194,4706,4706,0.42,4.7,19,3665.68,393,274546,263667,19.27,46138,2661.25,6291,3670.55,62619,4
810,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1859.83,121886087,52.62,13.63,33.74,11.76,12.76,20443458551015.5,249462,585,584,0.74,6.94,19,3068.17,36,230858,226098,13.94,102831,2106.57,2722,2975.74,37815,1
810,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1164.87,76340635,34.56,12.49,52.95,28.7,6.44,75754176133606.7,290622,2876,2876,0.44,4.69,19,3785.9,236,275760,264624,19.11,49767,2758.3,6373,3706.92,63540,4
811,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1859.88,121889077,51.77,14.21,34.02,10.95,13.68,57436872620491.8,248582,573,574,0.7,6.95,19,3088.87,36,229948,225263,14.47,97455,2128.64,2993,3123.62,39955,1
811,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1164.89,76342389,30.42,11.94,57.64,33.37,6.13,353064265132506,283168,7238,7238,0.46,4.68,19,3681.79,622,268748,257951,19.13,46909,2686.32,6038,3595.71,61207,4
812,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1859.92,121892026,49.62,14.22,36.16,13.5,13.2,403572523505850,251716,581,581,0.7,6.98,19,3098.19,36,232643,227813,14.43,98848,2134.17,2954,3061.74,38759,1
812,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1164.92,76344242,31.57,12.39,56.04,30.93,6.3,249224869251398,298060,4270,4270,0.45,4.7,19,3792.84,313,282987,271570,19.92,47588,2763.74,6494,3805.46,64891,4
813,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1859.97,121894957,48.8,14.02,37.18,14.14,12.89,415748938376412,238623,576,574,0.7,6.95,19,3069.04,36,220730,216172,14.63,103161,2103.98,2940,3012.3,38050,1
813,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1164.94,76345768,32.3,11.55,56.15,32.64,6.17,53908316954614.9,279079,7598,7597,0.47,4.72,19,3566.99,737,264756,254083,18.7,44019,2597.16,5824,3487.23,59366,4
814,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1860.01,121897919,48.78,14.86,36.37,12.58,12.85,238425799537031,243380,606,607,0.7,6.87,19,3227.33,37,225317,220731,15.08,100739,2223.19,2967,3183.92,40555,1
814,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1164.97,76347537,32.49,12.63,54.88,29.24,6.43,281906379162022,297161,2800,2801,0.49,4.73,19,3815.01,199,282165,270826,20.29,50748,2775.18,6380,3730.31,63284,4
815,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1860.06,121900936,48.07,14.36,37.57,13.93,15.46,417037611297093,264573,535,536,0.6,7.05,19,2914.16,35,244888,239792,14.96,92485,2004.47,3027,3120.09,39470,1
815,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1165,76349290,31.19,11.43,57.39,34.26,6.03,43539397846365.7,279292,8361,8361,0.49,4.75,19,3556.05,846,265038,254376,18.26,42127,2594.43,6098,3534.52,60733,4
816,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1860.1,121903760,53.64,13.11,33.25,12.14,12.97,376821596086420,238885,560,560,0.62,6.98,19,3141.41,35,221056,216573,13.3,101539,2161.02,2829,3043.27,38339,1
816,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1165.03,76351239,35.23,12.69,52.08,27.77,6.48,82980413645481.8,302701,1962,1961,0.48,4.79,19,3801.53,121,287146,275709,19.24,50364,2756.39,6529,3808.51,65127,4
817,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1860.15,121906532,53.32,14.71,31.97,8.69,14.11,19410118011370.5,249583,576,576,0.66,6.97,19,3157.76,36,230912,226100,14.75,103475,2175.06,2782,3012.56,37731,1
817,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1165.06,76353058,29.82,11.97,58.21,33.72,5.97,361736646183149,270980,8244,8244,0.51,4.74,19,3624.01,813,256993,246754,19.35,47775,2644.28,5971,3510.02,59916,4
818,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1860.19,121909484,51.24,14.21,34.54,12.01,14.03,398208200717570,251763,560,560,0.64,7.01,19,3071.96,35,233049,228206,14.25,98075,2114.12,2960,3069.76,38660,1
818,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1165.08,76354847,32.82,12.68,54.5,29.36,6.38,352734979027404,295658,2798,2799,0.53,4.73,19,3826,176,280335,268929,19.9,48313,2787.68,6441,3746.11,63942,4
819,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1860.24,121912445,54.36,13.93,31.71,9.93,13.32,170706378591795,245175,602,600,0.68,6.96,19,3182.86,36,226822,222093,13.95,98004,2194.34,2968,3052.37,39106,1
819,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1165.11,76356769,32.27,12.2,55.53,31.28,6.22,93679163844729,278256,4714,4712,0.52,4.71,19,3626.01,376,263736,253087,19.2,48307,2645.76,6150,3619.74,61687,4
820,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1860.28,121915433,54.77,14.25,30.97,8.25,14.62,208414470828006,244516,611,613,0.73,6.88,19,3255.76,38,226089,221410,14.27,98361,2237.06,2994,3093.77,39807,1
820,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1165.14,76358748,31.4,11.66,56.94,32.68,6.25,54597569934305.4,278826,7238,7240,0.49,4.7,19,3618.02,683,264749,254179,19.19,46212,2640.31,6261,3659.97,62051,4
821,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1860.33,121918441,51.39,14.29,34.32,11.35,13.72,392141425720656,239307,578,578,0.68,6.85,19,3059.53,36,221463,216916,14.62,95308,2105.32,3015,3117.33,40379,1
821,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1165.17,76360532,31.13,11.96,56.9,32.72,6.28,321704605721762,284030,6269,6266,0.51,4.68,19,3721.03,514,269532,258605,19.14,44740,2711.49,6195,3659.82,63187,4
822,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1860.37,121921391,49.38,14.45,36.16,12.93,13.84,436445635925908,262970,577,577,0.68,6.97,19,3057.72,38,243627,238574,14.62,99205,2101.96,2952,3018.17,37420,1
822,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1165.2,76362297,31.13,11.85,57.02,33.4,6.51,394051498384673,282271,6766,6769,0.51,4.65,19,3704.25,658,267727,256960,18.55,44429,2701.69,6171,3662.44,63252,4
823,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1860.41,121924119,52.15,14.04,33.81,11.38,13.64,115098664481661,246928,576,576,0.69,6.97,19,3085.15,36,228390,223769,14.2,100003,2118.24,2741,3012.24,37847,1
823,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1165.22,76364168,32.71,11.95,55.35,30.83,6.49,404428119899588,293763,5610,5610,0.48,4.7,19,3699.07,482,279019,267779,19.51,46658,2696.81,6377,3752.21,63757,4
824,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1860.46,121927067,49.23,14.56,36.22,13.23,13.73,336302832861425,253769,576,576,0.67,7.02,19,3065.18,36,234603,229631,14.5,95787,2107.07,2953,3078.45,39157,1
824,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1165.25,76366007,29.23,11.33,59.44,36.14,5.9,314155294115925,259674,11949,11949,0.48,4.66,19,3441.3,1137,246628,236749,18.51,40927,2503.19,5746,3414.63,58089,4
825,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1860.5,121929975,51.16,14.23,34.61,11.65,13.63,296858063919426,254467,576,576,0.67,7.07,19,3090.81,36,235324,230456,14.64,101533,2122.75,2914,3037.61,38435,1
825,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1165.28,76367762,31.63,11.95,56.42,32.84,6.5,329380106438130,295852,7026,7025,0.49,4.69,19,3762.29,586,280894,269811,18.66,39243,2748.8,6170,3708.12,62950,4
826,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1860.55,121932813,51.96,14.45,33.59,10.44,12.24,352178760830906,240111,614,614,0.72,6.98,19,3215.25,36,221976,217462,14.77,107247,2211.32,2844,3053.21,38138,1
826,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1165.31,76369528,31.45,11.54,57.01,33.64,6.08,420187685938233,269059,7341,7342,0.48,4.67,19,3514.94,686,255479,245256,18.53,43522,2554.72,5902,3503.52,60164,4
827,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1860.59,121935796,49.62,14.23,36.15,12.77,13.4,445335788154088,250437,581,578,0.71,6.98,19,3130.72,36,231553,226880,15.07,101378,2149.49,2995,3113.35,39242,1
827,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1165.33,76371331,32.04,12.4,55.56,31.07,6.5,424209833428818,293521,3560,3560,0.52,4.66,19,3831.38,227,278507,267388,19.5,42948,2790.02,6227,3720.6,63487,4
828,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1860.64,121938795,55.88,13.79,30.33,8.86,15.4,407992441393539,251408,565,568,0.67,6.98,19,3143.12,37,232642,227863,13.67,91108,2151.94,3013,3180.77,39806,1
828,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1165.36,76373259,30.36,11.23,58.41,35.15,6.11,167571677630486,275747,7844,7844,0.47,4.7,19,3464.03,786,261908,251481,18.2,43869,2524.08,6077,3536.31,60529,4
829,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1860.68,121941752,58.09,13.82,28.09,7.49,16.61,316481440445741,254474,576,576,0.63,7.02,19,3072.52,37,235072,230285,13.03,85202,2111.75,2961,3135.95,39282,1
829,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1165.4,76375336,31.53,12.37,56.1,31.59,6.08,446640416413739,280565,5730,5729,0.49,4.65,19,3742.85,466,266304,255757,19.31,45898,2731.88,6295,3677.64,62677,4
830,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1860.73,121944804,60.36,13.3,26.34,6.83,15.58,258157314323905,243202,576,576,0.59,7,19,3079.73,36,224853,220196,12.22,85652,2119.91,3065,3118.78,39542,1
830,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1165.42,76377104,26.84,10.2,62.96,41.26,6.09,306570464359072,272202,34943,34943,0.47,4.66,19,3502.74,2655,258427,248174,16.78,27250,2544.78,5868,3507.99,59523,4
831,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1860.77,121947742,59.86,13.26,26.88,6.58,14.52,128486364738015,246334,616,615,0.64,6.93,19,3268.39,36,227970,223262,12.65,89929,2243.9,2943,3093.38,38966,1
831,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1165.45,76379037,32,11.8,56.2,32.86,6.28,109537565215061,277430,5791,5791,0.47,4.64,19,3618.74,408,263357,252798,18.06,44767,2640.53,6181,3598.11,61300,4
832,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1860.82,121950596,60.02,13.22,26.76,6.75,15.41,61553935925049.1,261030,544,545,0.59,7.09,19,2918.45,36,241410,236448,12.55,87584,1996.66,2859,2991.89,37901,1
832,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1165.48,76380934,29.17,11.76,59.07,35.71,6.24,108106325700357,277271,16013,16014,0.48,4.62,19,3647.9,1319,263408,252822,18.25,37323,2657.82,6069,3595.96,61251,4
833,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1860.86,121953411,57.81,14.13,28.05,6.92,15.1,416887740849415,238675,632,632,0.7,6.94,19,3326.5,38,220664,216162,13.31,89883,2296.8,2823,3024.48,38003,1
833,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1165.5,76382407,26.32,9.79,63.89,43.31,5.81,133272116872655,252436,43734,43734,0.48,4.62,19,3275.12,3547,239647,230032,15.9,22661,2385.28,5366,3242.48,55070,4
834,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1860.91,121956415,64.71,12.49,22.79,4.2,15.99,218291696021775,243972,539,536,0.63,7.02,19,2879.84,34,225791,221052,11.62,77641,1976.9,3013,3015.92,38856,1
834,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1165.53,76384148,24.88,9.25,65.87,46.09,6.33,419947255240210,269153,60412,60412,0.46,4.65,19,3406.83,4425,255709,245401,14.97,13039,2481.44,5876,3431,58277,4
835,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1860.95,121959256,53.86,14.41,31.74,8.93,13.96,204398509768865,232025,597,600,0.66,6.87,19,3245.69,39,214704,210255,14.51,95620,2234.47,2852,3124.71,39259,1
835,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1165.55,76385529,23.4,9.57,67.03,48.72,5.85,75249560487864.9,229426,58456,58456,0.5,4.62,19,3047.47,4628,217964,209043,13.78,12670,2221.57,4993,2947.27,49512,4
836,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1860.99,121962122,51.76,14.44,33.8,10.05,14.22,83468619599828.5,260182,576,576,0.64,6.96,19,3046,36,240914,235934,15.02,101313,2093.99,2876,3048.14,38410,1
836,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1165.58,76387143,30.79,11.08,58.13,35.96,6.63,43576550092658.1,291275,25310,25308,0.49,4.67,19,3648.32,1847,276603,265508,17.25,29694,2659.49,6141,3629.04,61840,4
837,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1861.04,121964987,56.77,13.32,29.91,8.65,13.58,85968681378.14,249812,580,578,0.63,6.99,19,3078.67,36,231409,226612,13.48,95655,2116.19,2875,3045.44,38659,1
837,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1165.61,76389220,33.09,12.16,54.75,29.76,6.44,125285293357333,289005,2663,2665,0.46,4.71,19,3648.59,229,274545,263652,19.85,48473,2659.88,6413,3706.73,63716,4
838,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1861.08,121967858,55.09,14.55,30.36,8.43,14.62,46417323856437.8,248394,624,624,0.7,6.91,19,3305.78,36,230233,225405,13.75,96803,2264.58,2883,3115.13,39376,1
838,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1165.63,76391033,31.05,12.18,56.77,32.65,6.1,88170845511437.8,278128,6502,6502,0.48,4.66,19,3700.2,670,263889,253351,19.1,46186,2695.26,6036,3616.82,61756,4
839,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1861.13,121970782,60.7,14.11,25.2,4.76,15.4,332255577219964,240930,642,644,0.76,6.83,19,3228.65,87,222948,218397,12.93,85677,2227.37,2936,3027.76,38420,1
839,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1165.66,76392802,33.52,12.35,54.13,29.04,6.41,209574838350148,299071,4420,4420,0.48,4.71,19,3757.39,382,283949,272521,19.97,46888,2737.52,6203,3732.73,64038,4
840,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1861.17,121973666,61.88,13.16,24.96,6.22,17.1,148629682773480,246161,645,645,0.69,6.87,19,2988.71,42,227781,223072,11.79,76708,2056.55,2899,3099.7,38962,1
840,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1165.69,76394661,31.49,12.1,56.4,32.07,6.22,261663591793993,273420,7703,7703,0.46,4.69,19,3561.96,709,259520,249091,19.29,47227,2597.6,6080,3569.64,60419,4
841,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1861.21,121976459,64.47,11.76,23.77,6.27,15.79,152349437780859,258087,528,527,0.62,7.03,19,2893.86,31,238903,233949,10.95,77878,1983.01,2806,3027.95,38335,1
841,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1165.72,76396348,37.38,12.7,49.92,25.76,7.25,59326046126279.3,303163,1281,1280,0.46,4.78,19,3735.27,80,287764,276294,19.12,48904,2727.51,6318,3721.35,63192,4
842,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1861.26,121979359,61.14,13.57,25.29,5.23,16.17,46197279032465.7,236372,541,542,0.59,6.98,19,3057.37,36,218711,214296,12.69,83394,2111.76,2909,3091.93,39294,1
842,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1165.75,76398400,29.62,11.22,59.16,35.8,5.78,266576154108197,261025,11900,11899,0.49,4.72,19,3513.47,1378,247784,238044,18.44,44585,2554.85,5885,3404.99,58676,4
843,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1861.3,121982245,60.16,13.29,26.55,6.7,14.7,366233998085545,251688,624,623,0.63,6.95,19,3235.16,37,233247,228595,12.59,87635,2222.88,2893,3093.9,38949,1
843,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1165.78,76400367,33.2,12.21,54.59,29.84,6.45,351274601641598,283315,4171,4173,0.49,4.69,19,3720.46,304,268841,258282,19.63,49041,2710.38,6246,3681.12,62007,4
844,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1861.34,121985058,59.89,14.3,25.81,4.9,15.37,436423892280650,250238,605,606,0.69,6.89,19,3269.84,39,231733,227053,13.21,88096,2248.79,2824,3079.26,39387,1
844,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1165.8,76402068,30.34,11.35,58.31,34.68,6.16,180207296021899,275638,9293,9293,0.47,4.71,19,3497.81,875,261576,251047,18.74,44672,2543.22,5953,3528.45,59313,4
845,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1861.39,121987988,59.26,13.96,26.78,6.21,15.72,423169391252803,250843,625,625,0.68,6.87,19,3179.94,41,232360,227570,12.95,83367,2189.32,2937,3164.2,39894,1
845,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1165.83,76403997,33.44,12.54,54.03,28.88,6.48,218169213462519,286458,3149,3149,0.47,4.68,19,3759.36,203,272163,261303,19.95,49131,2741.35,6279,3734.93,63629,4
846,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1861.43,121990889,57.2,13.41,29.4,8.51,15.59,407504743391421,251319,576,576,0.63,6.91,19,3066.35,36,232655,227875,13.21,89346,2110.09,2908,3139.27,39649,1
846,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1165.86,76405698,32.59,11.64,55.77,32,6.09,306551898068644,284211,4122,4121,0.45,4.73,19,3572.4,332,269880,258834,18.88,47098,2604.91,6102,3579.16,61127,4
847,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1861.48,121993746,56.49,13.82,29.69,8.52,14.21,41670669805097.3,261327,607,606,0.65,6.94,19,3224.22,36,241878,236907,13.34,92493,2216.89,2865,3118.75,39463,1
847,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1165.89,76407518,31.84,12.56,55.6,30.66,6.23,253333493287657,285653,6945,6945,0.49,4.7,19,3764.03,604,271307,260313,19.61,48242,2744.99,6179,3635.06,62632,4
848,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,0,7,14,1,5,0,80,0,512,8799666011997266944,1861.52,121996611,54.16,14.59,31.26,8.61,14.59,119576891259034,246612,596,597,0.67,6.91,19,3165.34,36,228367,223662,14.13,98737,2173.94,2872,3073.76,38894,1
848,10000,0,NA,1,120,0,1,1,20,4,6,240,0,1800,0,0,0,0,1,7,14,1,5,1,80,0,512,1.6532396161382e+19,1165.91,76409366,32.27,11.65,56.08,32.07,6.22,145167782052253,276496,5991,5991,0.5,4.68,19,3620.74,488,262438,251863,18.94,49123,2647.21,6081,3570.93,60991,4
