t,c_worker_threads,c_free_pct,c_cool_pct,c_pp_threads,c_partition_bits,c_dram_gib,c_target_gib,c_zipf_factor,c_fs,c_contention_management,ycsb_read_ratio,ycsb_target_gib,space_usage_gib,p1_pct,p2_pct,p3_pct,poll_pct,find_parent_pct,iterate_children_pct,pc1,pc2,pc3,free_pct,cool_pct,evicted_mib,rounds,unswizzled,cpus,submit_ms,async_mb_ws,w_mib,allocate_ops,r_mib,tx,cycle,instr,L1-miss,br-miss,task,IPC,CPU,GHz,dt_id,dt_name,dt_misses_counter,dt_restarts_update_same_size,dt_restarts_structural_change,dt_restarts_read,dt_researchy_0,dt_researchy_1,dt_researchy_2
2,120,1,1,4,6,200,100,0.9,0,0,25,100,33.368,100,0,0,0,0,0,0,0,0,82.7962,0,0,1314825,0,119.878,0,0,0,1172818,0,0,inf,inf,inf,inf,inf,1.98123,119.878,2.67127,0,ycsb,0,0,7851,0,0,0,0
3,120,1,1,4,6,200,100,0.9,0,0,25,100,51.3569,100,0,0,0,0,0,0,0,0,73.5206,0,0,1217770,0,119.88,0,0,0,1178907,0,0,inf,inf,inf,inf,inf,1.98276,119.88,2.66859,0,ycsb,0,0,9849,0,0,0,0
4,120,1,1,4,6,200,100,0.9,0,0,25,100,69.4367,100,0,0,0,0,0,0,0,0,64.1983,0,0,1227361,0,119.886,0,0,0,1184890,0,0,inf,inf,inf,inf,inf,1.98461,119.886,2.66871,0,ycsb,0,0,8258,0,0,0,0
5,120,1,1,4,6,200,100,0.9,0,0,25,100,87.4434,100,0,0,0,0,0,0,0,0,54.9135,0,0,1234141,0,119.882,0,0,0,1180072,0,0,inf,inf,inf,inf,inf,1.97943,119.882,2.66816,0,ycsb,0,0,10791,0,0,0,0
6,120,1,1,4,6,200,100,0.9,0,0,25,100,105.137,100,0,0,0,0,0,0,0,0,45.7898,0,0,1242720,0,119.871,0,0,0,1159607,0,0,inf,inf,inf,inf,inf,1.92637,119.871,2.68562,0,ycsb,0,0,36785,0,0,0,0
7,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,3113051,0,23.2887,0,0,0,135640,0,0,inf,inf,inf,inf,inf,1.1047,23.2887,3.06307,0,ycsb,0,0,604141,0,0,0,0
8,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,3369927,0,0.997336,0,0,0,0,0,0,inf,inf,inf,inf,inf,1.83775,0.997336,3.33919,0,ycsb,0,0,0,0,0,0,0
9,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,3249065,0,0.997249,0,0,0,0,0,0,inf,inf,inf,inf,inf,1.83876,0.997249,3.33578,0,ycsb,0,0,0,0,0,0,0
10,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,3466100,0,0.997335,0,0,0,0,0,0,inf,inf,inf,inf,inf,1.83835,0.997335,3.34044,0,ycsb,0,0,0,0,0,0,0
11,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,3602197,0,0.997251,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.06646,0.997251,2.51167,0,ycsb,0,0,0,0,0,0,0
12,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,3742751,0,0.997133,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44365,0.997133,1.79066,0,ycsb,0,0,0,0,0,0,0
13,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,3754324,0,0.997297,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44694,0.997297,2.64968,0,ycsb,0,0,0,0,0,0,0
14,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,3757957,0,0.997406,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44408,0.997406,3.33028,0,ycsb,0,0,0,0,0,0,0
15,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,3749208,0,0.997503,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44306,0.997503,3.31987,0,ycsb,0,0,0,0,0,0,0
16,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,3746493,0,0.997344,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44379,0.997344,3.31978,0,ycsb,0,0,0,0,0,0,0
17,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,3745138,0,0.997352,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44378,0.997352,3.3172,0,ycsb,0,0,0,0,0,0,0
18,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,3761683,0,0.997274,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44374,0.997274,3.32683,0,ycsb,0,0,0,0,0,0,0
19,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,3762481,0,0.997348,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44417,0.997348,3.32986,0,ycsb,0,0,0,0,0,0,0
20,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,3745332,0,0.997339,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44456,0.997339,3.32261,0,ycsb,0,0,0,0,0,0,0
21,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,3679638,0,0.997277,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44402,0.997277,3.33229,0,ycsb,0,0,0,0,0,0,0
22,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,3674171,0,5.31252,0,0,0,0,0,140373,68788.7,67692,68.551,19.5288,38189.7,0.984057,5.31252,1.80124,0,ycsb,0,213791,0,103130,0,0,0
23,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2962868,0,119.874,0,0,0,0,0,3471357,64700,13444.5,66.4118,19.9801,34856.8,0.207798,119.874,1.85616,0,ycsb,0,5767045,0,2924437,0,0,0
24,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2999001,0,119.896,0,0,0,0,0,3517113,67196.9,13578.8,64.9753,20.0582,34395.9,0.202075,119.896,1.95363,0,ycsb,0,5956894,0,2993491,0,0,0
25,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2978398,0,119.91,0,0,0,0,0,4106733,91100.4,14936.1,69.8256,22.1215,29423.3,0.163952,119.91,3.0962,0,ycsb,0,9148237,0,3504705,0,0,0
26,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2931388,0,119.913,0,0,0,0,0,4225333,95573.5,15173.5,68.3873,22.4733,28598.5,0.158762,119.913,3.34191,0,ycsb,0,9720154,0,3702567,0,0,0
27,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,3002761,0,119.911,0,0,0,0,0,4213485,95831.8,15193.1,67.8327,22.4886,28684.3,0.158539,119.911,3.34091,0,ycsb,0,9697309,0,3725481,0,0,0
28,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2995730,0,119.92,0,0,0,0,0,4204535,96076.3,15210.3,67.8186,22.4849,28744.4,0.158315,119.92,3.34243,0,ycsb,0,9711219,0,3687496,0,0,0
29,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,3005769,0,119.913,0,0,0,0,0,4212676,95862.6,15189.2,67.6576,22.485,28686.4,0.158447,119.913,3.34175,0,ycsb,0,9728401,0,3679653,0,0,0
30,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2860734,0,119.898,0,0,0,0,0,4306320,94084.5,14869.9,66.6143,22.5552,28797.6,0.158048,119.898,3.26709,0,ycsb,0,9991254,0,3774780,0,0,0
31,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2785111,0,119.883,0,0,0,0,0,4224624,95552,15152.3,68.5135,22.5288,28593.4,0.158576,119.883,3.34174,0,ycsb,0,9751686,0,3651459,0,0,0
32,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2760610,0,119.898,0,0,0,0,0,4214722,95825.4,15174.3,67.891,22.5107,28669.8,0.158354,119.898,3.34238,0,ycsb,0,9717508,0,3700876,0,0,0
33,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2788273,0,119.924,0,0,0,0,0,4185774,96503.7,15235.3,67.7487,22.5448,28867.8,0.157873,119.924,3.34295,0,ycsb,0,9695493,0,3732357,0,0,0
34,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2790289,0,119.904,0,0,0,0,0,4192246,96360.3,15226.1,67.781,22.5275,28828.9,0.158012,119.904,3.34249,0,ycsb,0,9704080,0,3735388,0,0,0
35,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2787696,0,119.912,0,0,0,0,0,4214743,95832,15188.6,67.8073,22.5036,28669.7,0.158492,119.912,3.34263,0,ycsb,0,9680755,0,3758449,0,0,0
36,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2790179,0,119.922,0,0,0,0,0,4194692,96270.7,15221.7,68.1461,22.5388,28805.1,0.158113,119.922,3.34214,0,ycsb,0,9717664,0,3746050,0,0,0
37,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2800147,0,119.926,0,0,0,0,0,4203901,96139.5,15179,67.4548,22.4283,28754,0.157885,119.926,3.34351,0,ycsb,0,9733958,0,3746745,0,0,0
38,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2783529,0,119.92,0,0,0,0,0,4188471,96444.2,15233.7,67.8834,22.521,28855.5,0.157954,119.92,3.34232,0,ycsb,0,9719799,0,3686612,0,0,0
39,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2789936,0,119.925,0,0,0,0,0,4180324,96642.3,15240.7,67.8844,22.5278,28924.2,0.157702,119.925,3.34122,0,ycsb,0,9740608,0,3669656,0,0,0
40,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2789867,0,119.918,0,0,0,0,0,4189210,96446,15222.9,67.8385,22.5029,28860.1,0.157839,119.918,3.34184,0,ycsb,0,9682101,0,3733668,0,0,0
41,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2788447,0,119.922,0,0,0,0,0,4188465,96480.8,15234.5,67.923,22.5305,28868.6,0.157902,119.922,3.34207,0,ycsb,0,9692827,0,3722307,0,0,0
42,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2787732,0,119.921,0,0,0,0,0,4194398,96339.2,15218.7,67.8579,22.5022,28820.8,0.15797,119.921,3.3427,0,ycsb,0,9670798,0,3734589,0,0,0
43,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2783028,0,119.924,0,0,0,0,0,4185790,96529.3,15247.6,67.8812,22.5471,28876.6,0.157958,119.924,3.34282,0,ycsb,0,9746786,0,3679436,0,0,0
44,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2786979,0,119.919,0,0,0,0,0,4186639,96508.7,15229.8,67.7689,22.5028,28870.4,0.157808,119.919,3.34283,0,ycsb,0,9692345,0,3719450,0,0,0
45,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2788818,0,119.915,0,0,0,0,0,4190730,96405.9,15218.6,67.9207,22.5087,28841.8,0.157859,119.915,3.34258,0,ycsb,0,9695874,0,3707483,0,0,0
46,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2806792,0,119.92,0,0,0,0,0,4223841,95733.9,15131.1,67.347,22.3658,28614.8,0.158054,119.92,3.34561,0,ycsb,0,9777514,0,3735045,0,0,0
47,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2804375,0,119.919,0,0,0,0,0,4219520,95782,15132.3,67.4118,22.3811,28641.6,0.157987,119.919,3.34416,0,ycsb,0,9772925,0,3738548,0,0,0
48,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2787920,0,119.914,0,0,0,0,0,4199067,96209.6,15218.1,68.109,22.519,28784.3,0.158177,119.914,3.34244,0,ycsb,0,9710304,0,3735523,0,0,0
49,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2782687,0,119.916,0,0,0,0,0,4187488,96482.6,15242.8,67.8177,22.5173,28863.4,0.157985,119.916,3.34274,0,ycsb,0,9691952,0,3737909,0,0,0
50,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2789388,0,119.921,0,0,0,0,0,4186088,96504.3,15237.5,67.8838,22.5295,28869.3,0.157894,119.921,3.3428,0,ycsb,0,9720469,0,3705984,0,0,0
51,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2788160,0,119.917,0,0,0,0,0,4198335,96232.9,15219.3,68.1075,22.5464,28788.1,0.158151,119.917,3.3428,0,ycsb,0,9723516,0,3713399,0,0,0
52,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2799899,0,119.924,0,0,0,0,0,4194572,96352.7,15195.3,67.5158,22.4561,28817.1,0.157706,119.924,3.34359,0,ycsb,0,9730691,0,3743411,0,0,0
53,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2789288,0,119.922,0,0,0,0,0,4184836,96548.1,15243.1,67.9949,22.5404,28887,0.157881,119.922,3.34227,0,ycsb,0,9725372,0,3690975,0,0,0
54,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2783778,0,119.919,0,0,0,0,0,4195178,96304.7,15215.5,67.7355,22.5104,28823.9,0.157993,119.919,3.34114,0,ycsb,0,9697190,0,3714100,0,0,0
55,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2788892,0,119.921,0,0,0,0,0,4193002,96371.4,15228.6,67.8799,22.5135,28825.8,0.15802,119.921,3.34324,0,ycsb,0,9725079,0,3708500,0,0,0
56,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2803740,0,119.924,0,0,0,0,0,4205917,96209.8,15169.8,67.5278,22.4193,28745.2,0.157675,119.924,3.34699,0,ycsb,0,9756507,0,3733252,0,0,0
57,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2785334,0,119.916,0,0,0,0,0,4192819,96353.2,15226.9,67.9609,22.5288,28826.5,0.158033,119.916,3.34252,0,ycsb,0,9707236,0,3703730,0,0,0
58,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2786841,0,119.924,0,0,0,0,0,4195310,96296.9,15220.9,67.821,22.5197,28813.5,0.158063,119.924,3.34208,0,ycsb,0,9667717,0,3747031,0,0,0
59,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2785989,0,119.922,0,0,0,0,0,4197105,96271.1,15222.9,67.8921,22.5368,28805.3,0.158125,119.922,3.34213,0,ycsb,0,9701995,0,3726532,0,0,0
60,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2782254,0,119.92,0,0,0,0,0,4192408,96359.3,15222.5,67.8131,22.5115,28830.2,0.157977,119.92,3.3423,0,ycsb,0,9705528,0,3714983,0,0,0
61,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2819221,0,119.919,0,0,0,0,0,4256725,94979.5,15032.3,67.024,22.2213,28391.1,0.158269,119.919,3.3454,0,ycsb,0,9787529,0,3793561,0,0,0
62,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2790941,0,119.918,0,0,0,0,0,4190946,96422,15210.6,67.1144,22.4732,28844.8,0.15775,119.918,3.34279,0,ycsb,0,9715823,0,3710027,0,0,0
63,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2786527,0,119.923,0,0,0,0,0,4170971,96869.3,15259.5,67.0671,22.5261,28979.1,0.157527,119.923,3.34273,0,ycsb,0,9662272,0,3718060,0,0,0
64,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2787781,0,119.924,0,0,0,0,0,4166926,96965,15267.2,67.0619,22.518,29010.6,0.157451,119.924,3.3424,0,ycsb,0,9663335,0,3709496,0,0,0
65,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2776125,0,119.926,0,0,0,0,0,4375082,92293.8,14984.1,65.2464,22.1399,27556.3,0.162352,119.926,3.34929,0,ycsb,0,9716190,0,3829934,0,0,0
66,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2782298,0,119.921,0,0,0,0,0,4176425,96622.3,15260.1,53.3192,22.5297,28934.1,0.157935,119.921,3.33939,0,ycsb,0,9596256,0,3792463,0,0,0
67,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2785682,0,119.929,0,0,0,0,0,4167203,96938.3,15276.9,53.2904,22.542,29001.6,0.157594,119.929,3.34252,0,ycsb,0,9567991,0,3810330,0,0,0
68,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2787356,0,119.925,0,0,0,0,0,4161853,97065.1,15286.6,53.2629,22.5378,29040.1,0.157488,119.925,3.34246,0,ycsb,0,9592675,0,3783663,0,0,0
69,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2785625,0,119.929,0,0,0,0,0,4162077,97062.2,15289,53.282,22.5501,29040.5,0.157518,119.929,3.3423,0,ycsb,0,9590714,0,3793328,0,0,0
70,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2783298,0,119.922,0,0,0,0,0,4161754,97072.8,15289.5,53.3231,22.5558,29037.1,0.157505,119.922,3.34306,0,ycsb,0,9571977,0,3814424,0,0,0
71,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2786079,0,119.911,0,0,0,0,0,4173515,96782.3,15265.7,53.2785,22.5416,28954.3,0.157732,119.911,3.34259,0,ycsb,0,9580729,0,3810216,0,0,0
72,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2788176,0,119.925,0,0,0,0,0,4158904,97054.4,15282.1,53.2237,22.53,29069.3,0.157459,119.925,3.33873,0,ycsb,0,9578851,0,3776081,0,0,0
73,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2788848,0,119.929,0,0,0,0,0,4145054,97475.9,15311,53.1866,22.5371,29157.2,0.157074,119.929,3.34311,0,ycsb,0,9587970,0,3768378,0,0,0
74,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2788238,0,119.925,0,0,0,0,0,4157452,97177.9,15288.3,53.2334,22.5387,29081.3,0.157323,119.925,3.3416,0,ycsb,0,9576336,0,3796864,0,0,0
75,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2787775,0,119.904,0,0,0,0,0,4177865,96686,15252.8,53.2063,22.5257,28932.5,0.157756,119.904,3.34178,0,ycsb,0,9621777,0,3775218,0,0,0
76,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2796208,0,119.915,0,0,0,0,0,4179300,96676.6,15211.3,52.9533,22.4129,28927.2,0.157342,119.915,3.34207,0,ycsb,0,9611636,0,3814780,0,0,0
77,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2783802,0,119.926,0,0,0,0,0,4177880,96713.7,15251.1,53.1728,22.4938,28929.8,0.157693,119.926,3.34305,0,ycsb,0,9574619,0,3804207,0,0,0
78,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2784382,0,119.929,0,0,0,0,0,4150281,97325.8,15300.7,53.2486,22.5381,29120.6,0.157211,119.929,3.34216,0,ycsb,0,9586696,0,3773767,0,0,0
79,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2787157,0,119.928,0,0,0,0,0,4151003,97307.5,15298.7,53.2011,22.5381,29114.1,0.15722,119.928,3.34228,0,ycsb,0,9561980,0,3795728,0,0,0
80,120,1,1,4,6,200,100,0.9,0,0,25,100,107.208,100,0,0,0,0,0,0,0,0,44.7211,0,0,2783924,0,119.926,0,0,0,0,0,4159115,97121.1,15286.9,53.2328,22.5538,29054.8,0.157401,119.926,3.34269,0,ycsb,0,9591287,0,3795078,0,0,0
0,120,1,1,4,6,200,100,0.75,0,0,50,100,1.52588e-05,100,0,0,0,0,0,0,0,0,100,0,0,194438,0,1.3655,0,0,0,1,0,0,inf,inf,inf,inf,inf,0.526068,1.3655,0.53534,0,ycsb,0,0,0,0,0,0,0
1,120,1,1,4,6,200,100,0.75,0,0,50,100,16.2313,100,0,0,0,0,0,0,0,0,91.6321,0,0,1963302,0,118.499,0,0,0,1063764,0,0,inf,inf,inf,inf,inf,1.82827,118.499,2.71279,0,ycsb,0,0,101786,0,0,0,0
2,120,1,1,4,6,200,100,0.75,0,0,50,100,34.7344,100,0,0,0,0,0,0,0,0,82.0917,0,0,1880505,0,119.888,0,0,0,1212609,0,0,inf,inf,inf,inf,inf,2.0113,119.888,2.71441,0,ycsb,0,0,4766,0,0,0,0
3,120,1,1,4,6,200,100,0.75,0,0,50,100,53.2278,100,0,0,0,0,0,0,0,0,72.5559,0,0,1885711,0,119.89,0,0,0,1211990,0,0,inf,inf,inf,inf,inf,2.00841,119.89,2.7121,0,ycsb,0,0,7880,0,0,0,0
4,120,1,1,4,6,200,100,0.75,0,0,50,100,71.7147,100,0,0,0,0,0,0,0,0,63.0236,0,0,1882520,0,119.887,0,0,0,1211561,0,0,inf,inf,inf,inf,inf,2.00711,119.887,2.70981,0,ycsb,0,0,8784,0,0,0,0
5,120,1,1,4,6,200,100,0.75,0,0,50,100,90.1292,100,0,0,0,0,0,0,0,0,53.5287,0,0,1888057,0,119.887,0,0,0,1206802,0,0,inf,inf,inf,inf,inf,1.99876,119.887,2.71235,0,ycsb,0,0,11438,0,0,0,0
6,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,1993073,0,116,0,0,0,1120552,0,0,inf,inf,inf,inf,inf,1.88706,116,2.75899,0,ycsb,0,0,129797,0,0,0,0
7,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,3725885,0,0.997382,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44404,0.997382,3.31266,0,ycsb,0,0,0,0,0,0,0
8,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,3761806,0,0.997373,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.43962,0.997373,3.33267,0,ycsb,0,0,0,0,0,0,0
9,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,3756111,0,0.997395,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44304,0.997395,3.32951,0,ycsb,0,0,0,0,0,0,0
10,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,3758138,0,0.997399,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44385,0.997399,3.33159,0,ycsb,0,0,0,0,0,0,0
11,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,3759492,0,0.99738,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.4436,0.99738,3.33157,0,ycsb,0,0,0,0,0,0,0
12,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,3759691,0,0.997396,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44326,0.997396,3.33385,0,ycsb,0,0,0,0,0,0,0
13,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,3762627,0,0.997373,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44318,0.997373,3.33526,0,ycsb,0,0,0,0,0,0,0
14,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,3762678,0,0.99738,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44313,0.99738,3.33611,0,ycsb,0,0,0,0,0,0,0
15,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,3760069,0,0.997406,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44346,0.997406,3.33362,0,ycsb,0,0,0,0,0,0,0
16,120,1,1,4,6,200,100,0.75,0,0,50,100,107.228,100,0,0,0,0,0,0,0,0,44.7107,0,0,3753611,0,0.997384,0,0,0,0,0,0,inf,inf,inf,inf,inf,2.44349,0.997384,3.32796,0,ycsb,0,0,0,0,0,0,0
